Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2015,"6         ",Female,12,Right-Handed,155,20,150,1,Bus,30,.382,37,Basketball,700,300,200,400,900,900,25,"Left foot",70,70,"Same length",February,Fall,No,No,Soups,Water,"Social studies",10,8,3,"Yes - other",,0,0,2,4,6,8,1,4,1,2,5,5,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2014,"12        ",Male,17,Right-Handed,180,,,2,Car,30,.321,64,Other,209,193,166,465,348,583,,"Left foot",,,"Ring finger",September,Summer,Yes,No,Meat,Water,,7.5,8,4,"Yes - broadband connection","Internet chat or instant messaging",40,40,2,1,9,3,12,0,6,10,6,2,0,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2014,"7         ",Female,12,Right-Handed,127,23,120,1,Car,6,.459,66,"Football (American)",550,550,550,600,850,850,23,"Same length",75,75,"Same length",November,Summer,No,No,Meat,Tea,Art,5,3,7,"Yes - broadband connection","Text messaging",100,95,10,2,5,100,10,3,4,96,5,3,0,5,Some,"Graduate degree",Country,"Freeze time",Healthy,Relative,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,16,Right-Handed,171,25,172,1,Bus,35,,43,Soccer,800,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"6         ",Male,12,Right-Handed,61,26,60,1,Bus,30,0.198,49,Baseball/Softball,5,112,390,1000,1000,797,26,"Same length",70.5,60.5,"Index finger",July,Summer,No,No,Pizza/Pasta,Milk,Other,7,5,5,"Yes - broadband connection","Text messaging",15,30,900,0,.5,.5,3,1,1,2,1.75,1.5,1,.5,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person","Arts, culture, sports"
USA,NY,2023,"12        ",Female,17,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",70,0.406,33,Other,401,406,492,487,1000,1000,,,,,,October,Summer,Yes,No,Seafood,Water,"Computers and technology",6,10,4,"Yes - broadband connection","Text messaging",300,200,4,10,2,5,0,1,10,8,80,10,0,0,Some,"Undergraduate degree",Pop,Telepathy,Rich,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,152,23,146,2,"Rail (Train/Tram/Subway)",30,0.694,62,Dancing,1000,1000,1000,1000,600,60023,23,"Same length",7,6,"Index finger",October,Fall,Yes,No,"No favorite",Water,Art,7-8,7-9,6,"Yes - broadband connection","Text messaging",4,5,15,4,20,14,8,0,3.5,3,8,7,0,7,,"Undergraduate degree",Other,Telepathy,Happy,Relative,Health
USA,NY,2015,"11        ",Male,15,Right-Handed,185.4,27.94,182.8,2,Bus,100,.366,35,Other,500,500,500,600,800,700,28.58,"Left foot",102,109,"Ring finger",November,Fall,No,No,Meat,"Soft drink (caffeinated)",Science,7,10,9,"Yes - broadband connection","Internet chat or instant messaging",50,50,3,0,4,6,6,4,5,7,15,10,1.5,4,Some,"Undergraduate degree",Country,Invisibility,Happy,Actor,"Arts, culture, sports"
USA,NY,2023,"12        ",Female,20,Right-Handed,180,10.,,1,Car,20,0.409,45,Basketball,500,1000,400,700,900,1000,11.7,"Left foot",8.2,9,"Ring finger",January,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Text messaging",50,50,20,2,10,2,20,0,10,20,40,30,20,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"Arts, culture, sports"
USA,NY,2016,"12        ",Female,18,Right-Handed,175.3,25.1,174,1,Car,20,0.341,5,Dancing,,,,,,,25,"Right foot",83.82,87,"Ring finger",August,Fall,No,No,Desserts,Water,Music,5.5,8.5,3,"Yes - other","Internet chat or instant messaging",45,30,7,3,20,10,,,7.5,1.75,42,,,3.5,"A lot","Undergraduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,NY,2023,"12        ",Female,17,Right-Handed,167.5,24,168,1,Car,7,.338,64,Tennis,990,900,1000,800,10,100,25,"Left foot",80,70,"Index finger",February,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,3,"Yes - other","Text messaging",100,100,19,2,2,15,13,0,20,14,2,6,18,2,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,Health
USA,NY,2015,"12        ",Female,17,Right-Handed,165,25,164,2,Car,7,0.339,40,Swimming,1000,904,904,1000,754,754,24,"Right foot",76,71,"Index finger",May,Fall,Yes,No,Seafood,Coffee,Science,8,10,2,"Yes - broadband connection","Text messaging",40,40,50,4,14,28,6,0,20,22,20,18,12,10,"A lot","Graduate degree",Other,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NY,2017,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"12        ",Male,18,Right-Handed,176,25,176,2,"Rail (Train/Tram/Subway)",30,0.317,37,Other,824,824,829,829,626,631,25,"Same length",104,110,"Ring finger",April,Spring,Yes,No,Fruit,"Soft drink (non-caffeinated)",Music,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,100,3,0.25,25,5,10,15,3,1,28,0,0,1,Some,"Some college",Other,Telepathy,Healthy,Teacher,Health
USA,NY,2016,"12        ",Female,17,Right-Handed,168,23,162,1,Car,9,.463,52,"Hockey (Field)",765,865,650,900,610,630,22,"Right foot",95,100,"Ring finger",June,Summer,No,No,Desserts,Water,Art,7,9,2,"Yes - other","In person",50,60,10,1,15,14,17,0,8,30,5,2,12,5,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Healthy,Other,Environment
USA,NY,2022,"12        ",Male,17,Right-Handed,170,25,173,1,Car,2,.352,35,Running/Jogging,1000,626,200,273,32,743,25,"Same length",7.5,6.9,"Index finger",July,Summer,No,No,Other,Milk,English,7,5.5,3,"Yes - other","Text messaging",200,180,12,4,7,11,15,2.5,4,16,24,12,0,0,Some,Other,Pop,Fly,Healthy,Relative,Health
USA,NY,2013,"12        ",Female,16,Right-Handed,167,23,167,2,"Rail (Train/Tram/Subway)",30,.5,30,None,800,800,800,800,900,900,23,"Same length",71,71,"Same length",November,Spring,Yes,No,Meat,Tea,Science,6,8,5,"Yes - broadband connection","In person",60,60,12,1,10,2,0,2,2,2,15,7,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,Health
USA,NY,2019,"5         ",Female,10,Left-Handed,154,21,143,1,Bus,10,0.541,61,Other,500,"500 ",500,500,0,500,22,"Left foot",70,70,"Same length",August,Fall,No,No,Other,Water,Science,11,11,5,"Yes - other","In person",0,0,6,1,1,3,1,1,0,1,1,1,0,1,"Very little","Some college",Country,Invisibility,Healthy,Relative,Environment
USA,NY,2019,"9         ",Male,14,Ambidextrous,170,30,157,1,Skateboard/Scooter/Rollerblade,,,,Basketball,89,50,100,75,60,100,26,"Right foot",,,"Index finger",June,Summer,No,No,Meat,Water,"Physical education",6/7,4/5,4,"Yes - broadband connection","Cell phone",30,60,2h,8h,9h,9h,4h,2h,6h,5h,6h,3h,3h,2h,Some,"Graduate degree","Rap/Hip hop","Super strength",,"Sports person","Arts, culture, sports"
USA,NY,2017,"6         ",Female,12,Right-Handed,150,22,156,2,"Rail (Train/Tram/Subway)",30,.411,38,None,1000,824,941,1000,0,0,22,"Same length",70,80,"Ring finger",February,Summer,Yes,No,Soups,Water,"Computers and technology",8,10,5,"Yes - broadband connection","In person",4,5,9,3,10,6,4,12,0,12,12,0,0,4,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,Health
USA,NY,2019,"11        ",Female,17,Right-Handed,163,25,170,1,Car,10,0.345,50,Walking/Hiking,1000,1000,503,1000,0,1000,25.33,"Left foot",68,72,"Ring finger",June,Summer,Yes,No,"No favorite",Water,Art,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",9,25,10,1,0,4,0,0,18,2,42,16,35,6,None,"Some college",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2019,"12        ",Female,18,Right-Handed,168,24,165,1,Car,30,.548,36,Dancing,775,610,690,567,845,947,23,"Right foot",7.4,7,"Index finger",September,Fall,No,No,Pizza/Pasta,Water,English,7,9,2,"Yes - other","Text messaging",74,80,10,1,19,7,4,0,21,3,24,9,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,Friend,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,165,28,152,2,Bus,30,0.505,50,Bowling,909,898,872,818,738,717,28,"Same length",80,80,"Same length",June,Summer,No,No,Poultry,Juice,Art,8,9,5,"Yes - broadband connection","Internet chat or instant messaging",2,3,5,5,8,4,4,4,2,2,4,6,5,3,Some,"Undergraduate degree","Punk rock",Invisibility,Happy,Other,Environment
USA,NY,2016,"12        ",Male,18,Right-Handed,183,26,178,2,"Rail (Train/Tram/Subway)",50,0.732,49,Basketball,1000,500,1000,500,1000,1000,26,"Same length",90,100,"Ring finger",July,Spring,No,No,Meat,Water,"Mathematics and statistics",7,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,20,2,0.5,1,4,1,10,2,2,12,0,12,2,Some,"Graduate degree","Rock and roll",Telepathy,Healthy,Relative,"International aid"
USA,NY,2019,"6         ",Female,12,Right-Handed,142,20,140,1,Bus,45,0.395,60,"Martial Arts",722,497,80,246,476,770,,"Same length",60,70,"Ring finger",March,Spring,No,No,Desserts,Water,Art,8,7.5,5,"Yes - other","In person",7,10,30,0,.5,1.5,.5-1,.5,0,0,.5,.1,0,.1-1,"A lot","Graduate degree",Country,,Happy,Friend,"Wildlife, animals"
USA,NY,2014,"12        ",Male,17,Right-Handed,176,26,179,1,Car,5,.25,39,Baseball/Softball,400,500,690,460,736,700,26.3,"Left foot",100,85,"Index finger",June,Summer,No,No,Meat,"Sports drink","Physical education",7.5,9,4,"Yes - broadband connection","Text messaging",69,80,50,1,3,10,15,1,4,27,14,6,4,2,None,"Graduate degree","Rock and roll",Fly,Happy,"Community leader or elder","International aid"
USA,NY,2019,"9         ",Male,14,Right-Handed,176,,,,,,,,,,,,,,,,,,,,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,17,Right-Handed,180.3,27,174,1,Car,18,.419,38,Soccer,800,750,600,750,750,800,27,"Same length",10,9,"Index finger",August,Fall,No,No,Pizza/Pasta,"Powdered drink","Physical education",8,8,4,"Yes - other","In person",10,14,6,1,2,5,10,4,1,4,20,10,4,3,Some,"Some college","Rap/Hip hop",Fly,Rich,"Business person",Religious
USA,NY,2014,"11        ",Female,16,Right-Handed,169,24,166,1,Bus,80,.545,55,None,520,510,350,530,980,960,23,"Right foot",83,79,"Ring finger",September,Fall,No,No,Desserts,Water,Art,4,11,4,"Yes - broadband connection","Text messaging",2,4,0,0,1,1,0,0,0,14,40,0,0,1,Some,"Undergraduate degree",Other,Fly,Happy,Relative,"Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,24,158,2,"Rail (Train/Tram/Subway)",40,0.571,50,Basketball,465,390,321,225,1000,1000,24,"Same length",66,70,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,Science,8,11,5,"Yes - broadband connection","Text messaging",155,200,0,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,170.6,,,2,"Rail (Train/Tram/Subway)",30-45,2.257,61,Walking/Hiking,1000,500,900,50,0,10,,"Same length",,,"Same length",May,Spring,Yes,No,Seafood,Water,English,7-8,8-9,6,"Yes - other","In person",7,30+,24hrs,24hrs,1hr,,,,,24hrs,,,,,"Very little","High school","Rap/Hip hop",Invisibility,Rich,Other,Health
USA,NY,2023,"12        ",Female,17,Left-Handed,164,23.5,177,2,Car,7,.406,37,Other,900,800,800,900,200,1000,23,"Right foot",92,98,"Ring finger",January,Fall,Yes,No,Seafood,"Soft drink (caffeinated)",Science,5,8,2,"Yes - other","Internet chat or instant messaging",200,200,48,36,10,6,22,3,100,100,100,2,24,3,"A lot","Graduate degree",Pop,Invisibility,Rich,Relative,Health
USA,NY,2023,"12        ",Female,17,Right-Handed,163,25.5,1.2,1,Car,3,0.694,56,Running/Jogging,540,861,155,342,1000,1000,27.7,"Left foot",87,85,"Index finger",March,Fall,No,No,Pizza/Pasta,Water,English,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",75,100,24,10,12,3,3,1,8,12,15,15,23,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2018,"12        ",Male,17,Left-Handed,169,26,172,3,"Rail (Train/Tram/Subway)",30,0.378,36,Dancing,700,500,750,700,800,800,26,"Same length",99,98,"Index finger",November,Winter,Yes,No,Pizza/Pasta,Juice,Music,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,35,6,1,25,10,4,15,40,35,40,3,0,3,"A lot","Graduate degree",Pop,Fly,Famous,"Musician or singer",Other
USA,NY,2016,"12        ",Female,17,Right-Handed,66,24.8,165,2,"Rail (Train/Tram/Subway)",60,.5,15,Cycling,5,6,3,4,2,1,25,"Left foot",75,80,"Ring finger",June,Spring,Yes,Yes,Pizza/Pasta,Water,Art,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",13,15,4,1,7,3,1,0,3,4,6,2,8,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"Education/Youth development"
USA,NY,2017,"12        ",Female,17,Right-Handed,177,24,177,1,Car,2,.918,47,Basketball,984,990,995,979,150,500,23,"Right foot",76,76,"Same length",May,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",9,10,3,"Yes - broadband connection","In person",200,100,10,1,15,1,12,0,10,5,5,2,15,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Actor,Environment
USA,NY,2017,"12        ",Female,17,Right-Handed,160,25,167,2,Bus,10,0.386,35,Walking/Hiking,1000,1000,1000,1000,43,193,25,"Left foot",7.62,7.79,"Ring finger",August,Summer,Yes,No,"No favorite",Water,"Social studies",6,10,2,"Yes - broadband connection","In person",9,5,4,1,13,16,2,0,25,10,14,14,20,10,"A lot","Undergraduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2022,"12        ",Male,17,Right-Handed,183,26.5,181,2,"Rail (Train/Tram/Subway)",41,0.365,50,Athletics,845,840,1000,1000,1000,1000,26,"Right foot",95,97.5,"Ring finger",November,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",5,8,4,"Yes - other","Internet chat or instant messaging",45,0,9,1,3,0,1,0,19,2,50,14,12,0,Some,"Graduate degree",Jazz,"Freeze time",Happy,"Business person","Education/Youth development"
USA,NY,2015,"6         ",Female,12,Right-Handed,5.0,21,4.9,1,Bus,35,.504,65,None,861,690,1000,989,273,326,21,"Left foot",7,7,"Same length",July,Winter,No,No,Other,Water,Art,6,7,5,"Yes - other",Other,0,0,7,1,2,24,21,21,0,0,21,3,0,5,"Very little","High school",Other,"Freeze time",Healthy,Other,Other
USA,NY,2020,"6         ",Female,12,Right-Handed,158,23,154,3,"Rail (Train/Tram/Subway)",35,0.405,34,Swimming,1000,1000,1000,1000,678,1000,22,"Right foot",70,65,"Ring finger",April,Spring,Yes,No,Meat,Water,English,7,5,3,"Yes - broadband connection","Text messaging",15,10,14,6,60,20,40,5,14,10,20,19,5,7,"A lot","Graduate degree",Pop,"Freeze time",Rich,Other,"Wildlife, animals"
USA,NY,2023,"12        ",Female,17,Left-Handed,165,25,160,1,Car,4,.513,54,"Hockey (Field)",700,600,650,500,400,700,24,"Right foot",70,71,"Ring finger",April,Summer,Yes,No,"Rice/Noodle dishes",Water,Languages,6,9,5,"Yes - other","Text messaging",300,300,10,"5 ",5,10,1,0,4,5,0,2,20,2,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,NY,2016,"12        ",Female,20,Right-Handed,152,22,152,1,Car,30,.446,38,Dancing,882,877,968,845,545,417,22,"Same length",96,92,"Index finger",December,Summer,Yes,No,Pizza/Pasta,Tea,Science,8,9,5,"Yes - other","Text messaging",70,70,8,3,8,6,2,2,30,25,12,9,20,4,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NY,2014,"9         ",Male,15,Ambidextrous,168,29,157,1,,40,.402,55,Other,600,12,1212,12121,21212,12121,29,"Same length",80,70,"Index finger",April,Winter,Yes,No,Desserts,"Soft drink (caffeinated)","Computers and technology",4,2,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,12,12,12,121,212,121,212,212,1,2121,2121,212,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Famous,"Sports person","Wildlife, animals"
USA,NY,2022,"11        ",Male,15,Right-Handed,170,30,170,2,Car,15,0.358,47,Swimming,679,401,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,18,Right-Handed,5'3,24,165,1,Car,"12 ",0.427,34,Skateboarding/Rollerblading,1000,1000,10000,0,500,1000,24,"Same length",76.2,76.2,"Index finger",January,Summer,Yes,No,Pizza/Pasta,Water,Art,6,10-12,8,"Yes - broadband connection","Text messaging",10+,10+,0,20,10,40,0,30,30,30,60,30,0,0,Some,"Graduate degree",Other,Telepathy,Rich,Relative,Environment
USA,NY,2015,"12        ",Male,17,Ambidextrous,180,27,105,1,Car,2,5,5,Soccer,1000,1000,1000,1000,10,5,27,"Same length",80,90,"Index finger",December,Summer,Yes,No,"Rice/Noodle dishes","Sports drink","Computers and technology",7,11,4,"Yes - other","Text messaging",500,500,10,4,5,8,15,2,3,18,3,1,5,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,NY,2019,"12        ",Male,17,Right-Handed,180,27.94,175.2,1,Car,5,.329,49,"Table Tennis",200,600,300,0,850,1000,27.94,"Same length",8.5,7,"Index finger",April,Winter,No,No,Seafood,Water,"Mathematics and statistics",7,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,35,10,1,1,5,5,0,4,0,4,3,7,5,None,"Undergraduate degree",Jazz,Telepathy,Rich,"Business person",Health
USA,NY,2022,"10        ",Female,15,Left-Handed,165,24,157,1,"Rail (Train/Tram/Subway)",15,0.333,42,Basketball,1000,818,631,1000,861,1000,23,"Left foot",100,80,"Index finger",May,Summer,No,No,Fruit,"Soft drink (caffeinated)",English,6,8,3,"Yes - broadband connection","Text messaging",50,40,10,,,,,,,,,,,,,,,,,,
USA,NY,2019,"12        ",Male,17,Right-Handed,187,27.5,200cm,4,"Rail (Train/Tram/Subway)",45,.393,48,Walking/Hiking,1000,1000,1000,1000,300,1000,27.5,"Same length",80,78,"Index finger",December,Winter,Yes,No,Meat,Coffee,Art,5-6,11,4,"Yes - broadband connection","Internet chat or instant messaging",18,20,0,1-3,25,30,0,20,15,30,30,8,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Religious
USA,NY,2015,"6         ",Female,12,Right-Handed,159,24,164,1,Bus,40,0.379,41,Basketball,850,900,700,700,30,20,24,"Same length",80,75,"Same length",January,Summer,Yes,No,Meat,Water,"Mathematics and statistics",10,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,5,8,1,4,3,6,2,1,1,2,4,1,5,Some,"Graduate degree",Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,NY,2023,"12        ",Female,16,Right-Handed,171cm,26cm,186cm,2,Bus,10-15,2.111,69,Dancing,759,893,909,652,374,497,25,"Right foot",75,75,"Same length",December,Spring,No,No,Salads,Water,"Mathematics and statistics","6 hrs","10 hr",3,"Yes - broadband connection","In person",200,200,8,4,3,2,1,5,8,8,4,5,8,5,"A lot",Other,Reggae,Telepathy,Happy,Actor,"Wildlife, animals"
USA,NY,2022,"12        ",Female,17,Right-Handed,154,23,160,1,Car,10,.33,42,"Hockey (Field)",825,1000,663,675,695,979,23,"Left foot",91,95,"Ring finger",May,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",100,100,11,7,15,11,18,3,7,14,14,7,5,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,NY,2018,"10        ",Male,15,Right-Handed,176,25,173,1,"Rail (Train/Tram/Subway)",90,.453,57,Bowling,813,508,999,914,524,818,28,"Left foot",73,84,"Ring finger",October,Fall,No,No,Fruit,Water,Science,6,9,5,"Yes - broadband connection","Text messaging",100,100,6,2,5,5,3,1,3,5,8,4,1,3,Some,"Graduate degree",Pop,Fly,Rich,"Religious figure",Health
USA,NY,2022,"12        ",Male,16,Ambidextrous,178,24,176,2,Car,7,.374,40,Basketball,545,363,333,370,800,1000,24,"Same length",80,80,"Same length",September,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Science,6,10,4,"Yes - other","Cell phone",35,40,20,2,6,20,50,5,30,20,15,6,12,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,170,27,76,2,"Rail (Train/Tram/Subway)",30,0.458,37,Athletics,1000,1000,930,882,508,1000,28,"Left foot",75,85,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,60,5,20,28,8,7,0,24,24,10,0,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2015,"12        ",Male,18,Right-Handed,173,29,185,2,"Rail (Train/Tram/Subway)",70,.8,47,Other,900,900,1000,900,800,800,30,"Left foot",11,12,"Ring finger",December,Summer,No,No,Meat,Water,"Social studies",6,8,4,"Yes - broadband connection","Text messaging",20,30,3,0,0,4,1,0,5,2,10,10,6,1,Some,"Graduate degree",Classical,Telepathy,Rich,Relative,"Education/Youth development"
USA,NY,2017,"6         ",Female,12,Right-Handed,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"9         ",Female,16,Right-Handed,5.0,22150,150,2,Car,35min,0.701,"70 ",Dancing,433,0,1000,1000,508,1000,22,"Same length",,10,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Other,9,6,5,"Yes - other",,200,200,50min,1hrs,1hrs,22hrs,1hrs,0,6hrs,2hrs,24hrs,4hrs,0,1hrs,"A lot","Some college","Rap/Hip hop",Telepathy,Healthy,Other,"International aid"
USA,NY,2013,"8         ",Female,13,Left-Handed,,,,1,Car,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"6         ",Male,2,Left-Handed,63,8,65,1,Boat,5,0.369,46,Walking/Hiking,,,,,"1,000","1,000",9,"Same length",123,123,"Ring finger",January,Summer,Yes,No,Seafood,Water,"Computers and technology",99999,1,1,"No internet connection","In person",72,99999,98,45,10000,10000,10000,10000,1,1,1,2,10000,10000,"A lot","Less than high school",Gospel,"Super strength",Rich,Politician,Religious
USA,NY,2018,"12        ",Male,17,Right-Handed,171,25.5,172,2,"Rail (Train/Tram/Subway)",40,.363,45,Other,700,650,750,800,1000,1000,24.5,"Right foot",100,105,"Ring finger",August,Spring,No,No,Seafood,"Soft drink (caffeinated)","Mathematics and statistics",7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,21,2,28,24,10,40,40,40,40,30,0,17,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Business person","Education/Youth development"
USA,NY,2016,"12        ",Male,17,Right-Handed,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"12        ",Male,17,Right-Handed,185.4,31.2,182.3,1,Bus,10,0.764,58,Running/Jogging,1000,1000,800,800,200,1000,29.2,"Left foot",90,90,"Same length",June,Fall,Yes,No,Fruit,Water,Art,7.5,8,5,"Yes - broadband connection","Text messaging",200,233,6,0,10,10,4,0,8,7,20,5,0,4,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,Friend,"Arts, culture, sports"
USA,NY,2023,"12        ",Female,18,Right-Handed,164,21,162,3,"Rail (Train/Tram/Subway)",75,0.349,52,Walking/Hiking,800,600,500,700,700,900,22,"Left foot",70,70,"Same length",February,Winter,No,No,"Rice/Noodle dishes",Water,History,6.5,8,3,"Yes - broadband connection","In person",50,100,4,1,6,3,0,1,7,7,7,5,6,1,"A lot","Graduate degree","Punk rock",Telepathy,Healthy,"Doctor or nurse","International aid"
USA,NY,2013,"12        ",Male,17,Right-Handed,175,26,178,2,"Rail (Train/Tram/Subway)",30,.368,45,Other,999,2,50,0,1000,1000,26,"Same length",100,110,"Ring finger",October,Fall,No,No,Seafood,Water,"Computers and technology",5,12,3,"Yes - broadband connection","Internet chat or instant messaging",100,100,12,1,14,14,5,28,7,7,42,42,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Other,"International aid"
USA,NY,2020,"12        ",Male,17,Right-Handed,180,29,180,2,"Rail (Train/Tram/Subway)",50,.322,36,"Football (American)",535,600,450,520,500,500,29,"Same length",89,95,"Ring finger",May,Summer,No,No,"No favorite",Water,History,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,90,10,1,15,4,4,6,20,2,20,7,0,5,Some,"Graduate degree",Jazz,"Super strength",Happy,"Community leader or elder","Education/Youth development"
USA,NY,2019,"10        ",Female,16,Right-Handed,164,21,162,1,"Rail (Train/Tram/Subway)",25,0.357,41,Dancing,1000,500,100,1000,200,200,21.5,"Left foot",9.5,9.3,"Index finger",October,Spring,No,No,Pizza/Pasta,Water,Art,9,11,4,"Yes - broadband connection","Internet chat or instant messaging",30,70,24,28,12,7,2,0,16,1,50,4,0,"0 ","A lot","Undergraduate degree",Other,Fly,Happy,Other,Environment
USA,NY,2019,"12        ",Female,17,Right-Handed,173,25,179,1,Car,8,0.517,52,Tennis,1000,1000,1000,1000,500,500,25,"Same length",72,76,"Ring finger",November,Fall,No,No,Fruit,Water,Art,7,9,5,"Yes - other","In person",25,35,5,1,12,14,15,4,6,5,10,0,10,3,"A lot","Graduate degree","Rock and roll","Super strength",Healthy,Politician,Environment
USA,NY,2016,"6         ",,,,,,,,,,,,,1000,1000,45,136,45,500,60,"Same length",150,65,"Index finger",February,Summer,Yes,No,Meat,Water,Science,8,8,3,"Yes - other","Text messaging",2,1,3,1,2,6,3,5,,,,,,,,,,,,,
