Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2015,"12        ",Male,17,Right-Handed,171,29,171,1,Car,15,.334,40,Basketball,500,400,300,300,1000,1000,29,"Same length",80,80,"Same length",July,Summer,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",5,5,5,"Yes - other","Text messaging",500,500,3,0,1,1,0,2,1,12,12,12,8,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","Arts, culture, sports"
USA,TX,2015,"4         ",Male,10,Right-Handed,150,22,129,1,Car,3,0.391,53,"Football (American)",508,802,1000,1000,1000,1000,22,"Same length",80,80,"Same length",September,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,4,4,"Yes - broadband connection","In person",0,0,1,0,1,2,3,8,0,0,4,4,,,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,TX,2022,"11        ",Female,17,Right-Handed,152.4,19.05,160,2,Car,"15 ",0.456,46,Tennis,1000,1000,1000,1000,100,100,19.08,"Left foot",70,60,"Ring finger",July,Spring,No,Yes,Vegetables,Water,Geography,5,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,20,120,1,25,10,5,1,10,10,15,0,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,TX,2019,"11        ",Female,17,Right-Handed,157,21.1,157,2,Car,20,.82,54,Baseball/Softball,1000,,,,,,21.1,"Same length",80,95,"Same length",January,Fall,Yes,No,Meat,Water,English,7,6,6,"Yes - other","Text messaging",,,8,2,1,5,3,,3,11,,5,,2,Some,"Undergraduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,TX,2016,"12        ",Male,0,Right-Handed,312,40,100,1,Other,2,.12,53,Other,300,1,60,73,46,92,39,"Right foot",30,80,"Ring finger",April,Fall,Yes,No,"No favorite",Water,Music,6,7,70,"No internet connection","In person",0,0,0,0,1,2,1,1,0,0,0,0,25,1,"Very little",Other,"Heavy metal",Invisibility,Happy,"Musician or singer","Arts, culture, sports"
USA,TX,2024,"12        ",Female,17,Right-Handed,160,29,163,1,Car,20,0.327,39,Other,909,770,337,487,727,701,27,"Right foot",90,70,"Index finger",July,Fall,No,No,Pizza/Pasta,Water,Music,8,6,3,"Yes - other","Text messaging",6,19,14,1,3,10,4,8,0,17,39,10,0,5,"Very little","Graduate degree",Classical,Telepathy,Rich,"Musician or singer","Arts, culture, sports"
USA,TX,2014,"4         ",Male,9,Right-Handed,143,24,144,2,Car,20,,,Basketball,,,,,,,,"Same length",70,,,August,Summer,No,No,Meat,Water,"Physical education",9,18,4,"Yes - other","Text messaging",50,59,100,2,0,2,4,5,3,5,1,23,,,,,,,,,
USA,TX,2015,"12        ",Male,17,Right-Handed,175.2,26,198,2,Car,5,.378,34,Other,900,900,1000,1000,0,0,67,"Same length",76,80,"Ring finger",September,Summer,No,No,Seafood,Water,"Physical education",6,2,6,"Yes - broadband connection","Internet chat or instant messaging",0,0,16,0,5,0,30,5,5,9,13,0,0,100,"A lot","Some college",Country,"Freeze time",Rich,Teacher,"Arts, culture, sports"
USA,TX,2023,"12        ",Female,17,Right-Handed,160,10,163,1,Car,20,0.359,55,Gymnastics,900,700,670,800,700,900,10,"Same length",80,90,"Ring finger",October,Spring,No,Yes,Pizza/Pasta,Water,History,5,10,3,"Yes - broadband connection","Text messaging",40,18,1,2,3,2,0,3,30,2,40,40,0,5,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,Other
USA,TX,2024,"12        ",Male,18,Right-Handed,175,26,175,1,Car,35,0.353,36,Soccer,70,278,487,412,1000,1000,26,"Same length",68,70,"Ring finger",June,Spring,Yes,No,Meat,Water,History,8,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,20,25,4,5,25,6,0,12,12,140,19,0,12,"A lot","Graduate degree",Country,Telepathy,Rich,Relative,"Arts, culture, sports"
USA,TX,2013,"5         ",Male,11,Right-Handed,145,149,147,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,"12        ",Female,17,Right-Handed,160,23.8,149,1,Car,20,.669,52,Walking/Hiking,900,850,300,300,900,900,23.4,"Right foot",7.6,8.5,"Ring finger",November,Fall,Yes,No,Fruit,Water,Music,7,6,3,"Yes - broadband connection","In person",6,2,1,5,1,36,4,0,12,1,40,5,0,3,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","International aid"
USA,TX,2023,"12        ",Female,18,Right-Handed,172,30,160,1,Car,20,0.245,56,Other,750,480,670,300,900,900,30,"Same length",80,80,"Same length",May,Spring,No,No,Pizza/Pasta,Water,English,7,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,100,15,5,1,15,0,1,5,1,2,5,20,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,TX,2018,"12        ",Female,17,Right-Handed,160.2,23.5,160.2,1,Car,15,.396,37,Dancing,561,652,1000,1000,1000,1000,23.2,"Right foot",20,15,"Index finger",January,Summer,No,No,Seafood,Water,English,6,9,4,"Yes - other","Text messaging",80,350,9,1,8,50,8,0,7,5,15,10,10,5,"A lot","High school",Country,Telepathy,Happy,Relative,Religious
USA,TX,2023,"12        ",Female,17,Right-Handed,165,24,150,1,Car,6,0.314,32,Basketball,807,588,765,668,316,428,24,"Same length","7 1/2",7,"Index finger",April,Summer,Yes,No,"Rice/Noodle dishes",Water,English,6,9,4,"Yes - other","Text messaging",200,300,30,20,5,40,30,30,25,15,15,10,25,10,"A lot","Some college","Rhythm and blues (R&B)","Freeze time",Rich,Actor,Environment
USA,TX,2013,"5         ",,,,,,,,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Female,"20 ",Right-Handed,162,22,162,1,Car,26,0.408,44,Dancing,1000,1000,1000,947,203,289,22,"Right foot",65,62,"Index finger",September,Fall,Yes,No,Fruit,Water,Art,6,8,5,"Yes - broadband connection","Text messaging",30,32,4,2,7,15,0,0,11.44,2,8,2,15,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,Health
USA,TX,2019,"8         ",Male,13,Right-Handed,152.4,22.5,163,2,Car,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,"12        ",Female,18,Right-Handed,152.4,23,67,1,Car,6,.444,54,Athletics,802,519,663,519,310,807,23,"Same length",65,60,"Index finger",October,Fall,Yes,No,Poultry,Water,Science,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,57,1,0,9,2,20,0,46,21,57,12,0,5,Some,"Graduate degree",Pop,Invisibility,Healthy,Other,"Arts, culture, sports"
USA,TX,2014,"4         ",Male,9,Right-Handed,142,,,3,Car,20,,,Basketball,900,600,400,1000,1,2,,"Same length",,,"Ring finger",May,Summer,No,No,Poultry,"Sports drink","Mathematics and statistics",6,4,4,"Yes - broadband connection","Cell phone",48,56,8,0,1,1,6,4,1,3,2,1,0,0,,,,,,,
USA,TX,2024,"12        ",Male,16,Right-Handed,167.6,24,162.2,1,Car,15,.461,50,Swimming,850,750,800,780,400,800,24,"Same length",68,70,"Index finger",June,Fall,No,No,Meat,Water,Science,7,5,4,"Yes - broadband connection","Cell phone",50,25,25,1,2,30,1,25,1,1,25,5,0,1,Some,"Graduate degree",Other,"Freeze time",Rich,Relative,Environment
USA,TX,2019,"8         ",Male,14,Right-Handed,155,24,158,1,Car,3,.341,46,Basketball,770,845,695,738,647,545,24,"Same length",75,80,"Ring finger",February,Spring,Yes,No,"Rice/Noodle dishes",Water,Music,8,8,5,"Yes - broadband connection","In person",20,20,16,1,2,20,4,12,25,1,10,2,0,10,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,TX,2021,"11        ",Female,16,Right-Handed,170,21.59,165,2,Car,15,0.387,46,Cycling,600,615,500,456,200,365,21.59,"Left foot",13,14,"Ring finger",January,Spring,No,No,Soups,Water,Art,9,6,12,"Yes - other","Text messaging",20,25,4,2,1,1,6,10,6,10,3,1,0,4,Some,"High school",Pop,Telepathy,Happy,"Business person",Health
USA,TX,2011,"12        ",Female,17,Right-Handed,152,23,149,1,Bus,15,0.515,41,Other,674,952,754,,540,610,23,"Left foot",62,74,"Ring finger",February,Winter,Yes,Yes,"Rice/Noodle dishes",Tea,Music,5,9,2,"Yes - other","Cell phone",3,10,40,9,9,1,8,0,3,84,2,1,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,"Religious figure",Health
USA,TX,2018,"12        ",Female,17,Right-Handed,300,20,100,2,Car,2,3.85,4,Other,100,10,1000,100,100,10000,20,"Same length",6,10,"Same length",October,Winter,No,No,Meat,Milk,History,7,10,4,"Yes - broadband connection","Text messaging",100,100,10,2,3,10,2,0,10,5,10,6,0,0,Some,"Graduate degree",Country,Telepathy,Healthy,Relative,Other
USA,TX,2018,"12        ",Female,17,Right-Handed,62,15,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2021,"12        ",Female,17,Right-Handed,175,23,171,1,Car,7,.713,32,Other,1000,800,750,500,700,900,23,"Same length",7,7,"Same length",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Other,6,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",63,67,5,12,1,,,,,,,,,,,,,,,,
USA,TX,2012,"8         ",Male,13,Right-Handed,181,25,182,1,Walk,5,.436,45,Basketball,650,700,700,750,750,780,25,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2013,"5         ",Female,11,Right-Handed,150,22,58,2,Car,20,581,581,Soccer,1000,1000,1000,1000,0,0,8,"Same length",6,7,"Ring finger",September,Summer,Yes,No,Salads,Water,,7,3,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",90,60,0,1,1,4,1,2,3,5,1,5,0,3,"Very little",Other,Other,Fly,Healthy,Actor,"Wildlife, animals"
USA,TX,2018,"12        ",,,,,,,,,,,,Basketball,,,,,,,,,,,"Ring finger",March,Summer,No,No,"No favorite",Water,History,7,8,4,,"Cell phone",20,40,10,48,7,,,,,,,,,,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,TX,2019,"4         ",Female,9,,134,22,141,1,Car,10,0.457,58,Dancing,905,705,807,508,91,519,22,"Same length",,62,,January,Winter,Yes,No,Pizza/Pasta,Water,History,10,11,4,"Yes - broadband connection","Cell phone",2,15,7,29,1,6,9,7,0,1,2,3,0,3,"Very little","Graduate degree",Country,Invisibility,Healthy,Teacher,Environment
USA,TX,2016,"12        ",Female,17,Right-Handed,166,24,167,1,Car,15,4.855,49,Walking/Hiking,60,40,85,94,30,35,24,"Same length",80,70,"Index finger",July,Fall,No,No,Pizza/Pasta,Water,History,5,8,3,"Yes - other","Text messaging",75,90,10,2,20,6,1,0,5,9,4,10,7,12,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,TX,2014,"4         ",Female,9,Left-Handed,138,22,133,2,Car,33,,,Dancing,750,900,950,1000,200,500,20,"Right foot",80,70,"Index finger",July,Summer,No,Yes,"Rice/Noodle dishes",Milk,Art,9,13,4,"Yes - other","In person",0,0,5,1,5,7,2,1,0,0,1,1,0,1,Some,"Graduate degree",Classical,Fly,Happy,Other,"Arts, culture, sports"
USA,TX,2017,"12        ",Male,17,Right-Handed,190,30,191,1,Car,7,.29,40,Lacrosse,,,,,,,30,"Same length",,,,May,Fall,No,No,,Water,History,6,9,5,"Yes - broadband connection","Text messaging",200,200,6,,8,3,5,,,,3,,10,2,Some,"Graduate degree",,"Freeze time",Rich,Politician,"Wildlife, animals"
USA,TX,2011,"12        ",Female,17,Right-Handed,152.4,25,,3,Bus,15,.297,55,Swimming,1000,791,920,,1000,1000,25,"Same length",90,80,"Ring finger",November,Winter,No,No,Seafood,Water,History,6,9,4,"Yes - broadband connection","Text messaging",150,150,12,0,9,12,3,0,6,15,24,16,0,3,"A lot","Graduate degree",Other,Fly,Happy,Relative,"International aid"
USA,TX,2016,"5         ",Male,12,Right-Handed,150,23,145,2,Bus,25,.600,30,"Martial Arts",1000,1000,1000,1000,0,023,23,"Same length",80,80,"Ring finger",March,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",10,9,6,"Yes - other","In person",0,20,0,1,2,10,5,5,2,2,20,10,0,0,,"Graduate degree",Pop,Telepathy,Famous,Other,"Wildlife, animals"
USA,TX,2015,"5         ",Male,11,Ambidextrous,159,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2024,"10        ",Female,14,Right-Handed,160,25,164,4,Car,5,0.388,29,Swimming,890,1000,500,300,500,600,25,"Right foot",700,710,"Index finger",December,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",8,10,6,"Yes - other","Text messaging",50,150,3,1,17,1,17,0,7,10,18,2,0,4,"A lot",Other,Pop,Fly,Happy,"Business person","Arts, culture, sports"
USA,TX,2016,"12        ",Male,16,Right-Handed,56,30,70,2,Bus,30,.298,61,Soccer,1000,1000,1000,950,600,500,29.5,"Right foot",63,50,"Ring finger",October,Fall,Yes,No,Meat,Water,"Mathematics and statistics",88,10,5,"Yes - other","Cell phone",4,2,10,0,100,20,40,10,30,20,10,10,30,5,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Environment
USA,TX,2016,"12        ",Male,17,Right-Handed,196,33,180,1,Car,10,0.293,41,"Football (American)",1000,1000,1000,1000,1000,1000,34,"Left foot",9,8.5,"Index finger",October,Fall,Yes,No,Meat,"Soft drink (caffeinated)",Other,6,7,5,"Yes - broadband connection","Text messaging",30,30,2,2,30,10,30,2,10,10,20,15,10,9,Some,"Graduate degree","Heavy metal","Freeze time",Happy,Other,Environment
USA,TX,2012,"12        ",Female,17,Right-Handed,170.2,22.86,,1,Car,15,.407,35,Other,,,,,,,22,"Right foot",,,"Ring finger",March,Fall,Yes,No,Fruit,Water,History,5,9,4,"Yes - broadband connection","Text messaging",400,467,10,1,40,7,17,0,2,10,30,3,0,2,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Other,"International aid"
USA,TX,2014,"12        ",Female,17,Right-Handed,177.8,24,152.5,1,Car,15,.329,35,Cycling,294,663,241,444,1000,856,23.5,"Right foot",6.5,7,"Ring finger",December,Summer,Yes,No,Meat,Water,Music,8,9,4,"Yes - other","Text messaging",100,150,45,2,8,12,14,0,14,35,40,12,0,3,"A lot","Graduate degree",Country,Telepathy,Healthy,Teacher,Religious
USA,TX,2018,"12        ",Male,15,Right-Handed,146,145,146,2,Walk,49,1.065,63,None,67,100,59,60,80,80,143,"Right foot",45,44,"Index finger",October,Spring,No,No,"Rice/Noodle dishes",Water,English,8,10,4,,Telephone,700,566,0,8,4,24,5,4,6,7,6,9,0,9,"A lot","Graduate degree",Other,"Freeze time",Rich,Other,Health
USA,TX,2018,"12        ",Male,18,Right-Handed,60,12,48,2,Car,10,0.396,"49 ",Running/Jogging,1000,1000,1000,1000,1000,1000,12,"Same length",70,50,"Same length",December,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,8,12,5,"Yes - other","Text messaging",300,400,3,1,1,4,1,4,4,4,5,2,5,1,Some,"Graduate degree",Other,Fly,Healthy,Other,Health
USA,TX,2023,"8         ",Male,13,Right-Handed,173,26.5,184,2,Bus,29-35,0.391,50,Other,500,300,1000,800,600,400,26.5,"Left foot",75,70,"Index finger",January,Winter,No,No,Poultry,Water,"Mathematics and statistics",6,8,4,"Yes - other","In person",0,0,0,0,4,0,0,0,0,0,8,0,0,4,Some,"Graduate degree",Other,Telepathy,Healthy,"Religious figure",Religious
USA,TX,2018,"12        ",Male,17,Right-Handed,177.8,28.6,185,1,Car,10,.451,51,Other,1000,1000,1000,1000,850,900,25,"Same length",75,80,"Ring finger",October,Summer,No,No,"Rice/Noodle dishes",Water,Music,7,11,4,"Yes - broadband connection","In person",60,60,24,5,18,28,8,5,.5,6,5.5,6,0,3,"A lot","Graduate degree",Classical,"Freeze time",Healthy,"Musician or singer","Arts, culture, sports"
USA,TX,2012,"8         ",Male,13,Right-Handed,188,26,171,3,Bus,13,0.317,48,"Football (American)",0,0,0,0,0,0,27,"Left foot",9,8,"Index finger",November,Summer,No,No,Poultry,Milk,"Physical education",6,11,4,,"In person",200,205,60,1,1,1,10,15,5,12,3,0,1,3,"Very little","Some college","Rap/Hip hop","Freeze time",Famous,"Sports person","Education/Youth development"
USA,TX,2015,"5         ",Female,11,Right-Handed,142,20,145,1,Car,5,0.392,51,Gymnastics,235,444,1000,765,5,27,21,"Left foot",70,65,"Index finger",April,Summer,No,No,Meat,"Powdered drink",Art,9,11,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,1,3,0,0,3,5,0,1,0,1,2,0,0,None,"Graduate degree",Pop,Invisibility,Healthy,"Sports person",Health
USA,TX,2020,"12        ",Male,17,Right-Handed,"5""7",idk,idk,2,Car,15,0.469,56,None,1000,900,1000,1000,200,400,idk,"Same length",3inch,3.3in,"Same length",July,Winter,Yes,No,Poultry,Water,Other,5,12,5,"No internet connection","Text messaging",32,idek,0,1,4,0,0,2,4,1,8,1,6,1,"A lot","High school","Rap/Hip hop","Super strength",Rich,Other,Health
USA,TX,2015,"5         ",Male,10,Right-Handed,142,21,143,1,Car,5,0.66,88,Athletics,1000,900,750,800,55,60,21,"Same length",51,41,"Index finger",May,Spring,Yes,No,Salads,Tea,"Mathematics and statistics",9,7,3,"Yes - broadband connection","Internet chat or instant messaging",5,8,12,1,1,2,3,1,2,3,2,2,1,1,None,"Graduate degree","Rhythm and blues (R&B)","Super strength",Famous,Other,Health
USA,TX,2017,"12        ",Male,17,Right-Handed,183,28,184,1,Car,,0.315,43,,400,100,900,450,0,0,27,"Right foot",80,90,"Ring finger",July,Winter,No,No,Meat,Juice,History,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,5,1,1,1,1,1,1,1,1,1,1,1,"Very little","Some college",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,TX,2022,"12        ",Female,16,Right-Handed,,,,,Car,5,,,Soccer,,,,,,,,,,,,May,Fall,No,No,Seafood,Water,English,7,5,4,"Yes - broadband connection","Text messaging",20,20,,,,,,,,,,,,,"A lot","Graduate degree",,Invisibility,Healthy,Relative,Health
USA,TX,2018,"12        ",Male,16,Right-Handed,182.8,27,182.8,1,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2014,"12        ",Female,17,Right-Handed,178,12,189,1,Car,2,0.462,60,Dancing,100,750,750,1000,250,750,30,"Same length",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2014,"12        ",Male,17,Right-Handed,172,26,181,1,Car,30,.567,46,"Football (American)",6,8,8,8,4,6,26,"Same length",75,76,"Ring finger",February,Winter,Yes,No,Fruit,"Sports drink",History,7,4,5,"No internet connection","Myspace, Facebook, other social networking sites, or blog",56,74,40,1,3,10,26,0,8,3,10,10,10,2,"A lot","Graduate degree",Country,"Freeze time",Healthy,"Coach or club leader","Wildlife, animals"
USA,TX,2023,"12        ",Male,17,Right-Handed,183,28,183,2,Bus,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2017,"12        ",Male,18,Right-Handed,180,27,160,1,Car,5,.486,53,Basketball,500,500,1000,500,600,600,28,"Left foot",10,7,"Index finger",August,Winter,No,No,Meat,Water,"Physical education",8,12,3,"Yes - broadband connection","Text messaging",3,3,10,1,3,2,4,1,2,2,3,9,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","International aid"
USA,TX,2014,"7         ",Male,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2015,"4         ",Female,9,Right-Handed,140,20,139,1,Walk,10,0.909,0.50,Dancing,711,807,904,668,524,743,20,"Same length",71,38,"Index finger",February,Fall,No,No,Seafood,Water,"Physical education",9,11,4,"Yes - other","In person",10,13,15,1,3,10,10,1,3,7,2,7,1,1,"Very little","Graduate degree",Country,Telepathy,Happy,Other,Religious
USA,TX,2019,"10        ",Female,14,Right-Handed,5’3,28,153,2,Car,"10 ",1.32,39,Basketball,1000,1000,1000,1000,1000,99,28,"Same length",57,57,"Ring finger",September,Winter,No,No,Salads,Water,"Mathematics and statistics",9,9,7,"Yes - other","Text messaging",15,30,"3 ","3 ","1 1/2",5,2,2,3,4,24,5,0,"1 1/2","A lot",Other,"Rap/Hip hop",Telepathy,Happy,"Doctor or nurse",Health
USA,TX,2013,"5         ",Male,11,Right-Handed,145,149,147,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2017,"12        ",Male,17,Right-Handed,182,31,171,1,Car,25,.297,35,Basketball,653,2,9,10,500,500,29,"Right foot",80,90,"Ring finger",October,Fall,Yes,No,Meat,Water,Science,6,8.5,4,"No internet connection","Internet chat or instant messaging",3,5,20,0,5,2,4,2,2,3,4,1,5,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,TX,2024,"10        ",Male,15,Right-Handed,173,27,174,1,Car,12,0.284,54,Soccer,925,957,1000,321,70,257,28,"Left foot",75,85,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,"Physical education",4,10,4,"Yes - broadband connection","Cell phone",25,75,1,6,10,3,6,12,20,2,40,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Religious figure",Religious
USA,TX,2015,"5         ",Female,11,Right-Handed,149,21,150,1,Bus,"20 ",0.658,62,Swimming,767,823,878,643,123,562,21,"Same length",65,70,"Ring finger",February,Winter,Yes,No,Seafood,"Sports drink",Other,10,9,5,"Yes - broadband connection","Text messaging",27,20,7,"2 ",30,,,,,,,,,,,,,,,,
USA,TX,2020,"12        ",Female,17,Right-Handed,5'8,22.86,165,1,Car,9,0.213,38,Athletics,1000,1000,1000,1000,200,1000,22.86,"Same length",50.8,50.8,"Same length",July,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",9,10-11,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",70+,100+,0,0,60,24,25,20,20,15,15,35,0,48,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Coach or club leader","International aid"
USA,TX,2023,"12        ",Female,17,Right-Handed,5'0,,,2,Bus,30min,1.369,45,None,955,100,1000,1000,1000,1000,22cm,"Same length",67mm,63mm,"Index finger",November,Winter,No,No,Meat,Water,History,8,5,4,"Yes - broadband connection","Text messaging",800,799,8,0,0,10,0,0,0,24,5,4,0,2,"A lot","Graduate degree","Punk rock",Telepathy,Rich,Relative,"Wildlife, animals"
USA,TX,2021,"6         ",Male,11,Right-Handed,60,21,,1,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Male,17,Right-Handed,150,29,188,one,Car,15,.318,40,Swimming,250,250,300,500,750,1000,29,"Same length",80,80,"Same length",February,Winter,Yes,No,Meat,Tea,Art,6,5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200+,200+,2,1,3,2,10,24,5,19,52,0,50,1,Some,"Some college",Techno/Electronic,"Freeze time",Happy,Other,Health
USA,TX,2018,"12        ",Female,17,Right-Handed,5,22,66,2,Bus,10,0.1,15,Soccer,500,700,700,600,200,800,22,"Same length",30,70,"Ring finger",January,Fall,No,No,"No favorite",Water,"Mathematics and statistics",6,8,4,"Yes - other","Text messaging",20,25,1,0,2,3,0,0,1,1,0,2,0,0,"A lot","Graduate degree",Pop,Telepathy,Happy,"Religious figure",Health
USA,TX,2014,"12        ",Male,17,Right-Handed,175.2,30.4,81.28,1,Car,7,.328,28,Other,300,500,700,200,1000,900,28.9,"Same length",80,90,"Ring finger",July,Winter,Yes,No,"Rice/Noodle dishes",Water,Music,6,9,5,"Yes - broadband connection","Internet chat or instant messaging",40,36,0,0,3,4,8,50,0,5,50,1,0,0,Some,"Graduate degree",Jazz,"Freeze time",Rich,Other,"Arts, culture, sports"
USA,TX,2021,"12        ",Male,17,Right-Handed,179,28,182,1,Car,4,.913,55,Basketball,1000,1000,800,700,100,200,27,"Right foot",80,88,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,History,6,10,6,"Yes - other","Cell phone",30,40,5,5,10,7,21,0,0,20,20,18,0,5,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Famous,Actor,Health
USA,TX,2013,"12        ",Male,18,Ambidextrous,182,28,171,1,Car,5,0.547,38,"Football (American)",1000,503,1000,700,1000,800,28,"Same length",200,200,"Same length",September,Fall,No,No,Meat,"Sports drink",History,7,6,4,"Yes - broadband connection","In person",30,40,15,4,2,3,5,10,0,20,20,20,0,4,Some,"Graduate degree",Other,"Super strength",Happy,Relative,"Education/Youth development"
USA,TX,2018,"12        ",Male,18,Right-Handed,172,25.4,172,1,Walk,3,.4,73,"Football (American)",85,85,50,30,85,90,25,"Same length",6.2,6.3,"Ring finger",December,Winter,Yes,No,"Rice/Noodle dishes","Sports drink",,6,10,6,"Yes - other","In person",200,400,40,3,1,6,20,90,60,120,120,6,35,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person",Health
USA,TX,2017,"12        ",Female,17,Right-Handed,160.0,24.1,55,1,Car,15,.354,42,Dancing,1000,1000,500,1000,300,1000,24.1,"Same length",80,70,"Index finger",December,Winter,Yes,No,"Rice/Noodle dishes",Milk,Languages,6,12,5,"Yes - broadband connection","Text messaging",150,190,10,.5,6,5,0,0,0,24,6,6,20,2,"A lot","Undergraduate degree",Pop,"Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,TX,2023,"12        ",Female,17,Right-Handed,51,9,155,2,Car,25,0.514,39,Dancing,700,700,700,700,900,1000,9,"Same length",85,90,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,Languages,7,10,5,"Yes - other","In person",20,20,5,1,7,10,10,2,35,10,35,15,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
