Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OH,2024,"12        ",Male,17,Left-Handed,170,28,167,1,Car,8,.316,28,Other,885,474,123,456,400,803,28,"Same length",93,90,"Index finger",November,Winter,Yes,No,Other,Water,"Mathematics and statistics",8,8,4,"Yes - other","Text messaging",20,8,5,5,1,10,2,20,20,6,3,2,16,4,,"Undergraduate degree",Jazz,Telepathy,Happy,Teacher,Religious
USA,OH,2018,"12        ",Male,17,Right-Handed,179.8,26.5,177.8,1,Car,8,.514,32,"Football (American)",235,235,390,390,861,861,26.5,"Same length",76,77,"Ring finger",May,Summer,No,No,Meat,Water,History,7,7,5,"Yes - broadband connection","Text messaging",30,80,10,0,1,12,5,20,6,1,50,2,20,2,"A lot","Some college","Rock and roll",Fly,Happy,Relative,Other
USA,OH,2018,"12        ",Male,17,Right-Handed,188,27.9,81,1,Car,10,.337,43,Basketball,200,200,300,300,900,1000,27.9,"Same length",100,120,"Ring finger",February,Fall,No,No,Seafood,Milk,"Mathematics and statistics",7,9.5,3,"Yes - broadband connection","Text messaging",400,400,6,2.5,5,3,4,10,20,17,25,5,15,3,Some,"Graduate degree","Heavy metal","Freeze time",Healthy,Relative,Religious
USA,OH,2017,"7         ",Male,13,Right-Handed,103,27,164,1,Bus,10,2.128,83,Swimming,936,856,1000,289,254,995,24,"Same length",11,13,"Ring finger",February,Fall,Yes,No,Fruit,Water,Art,5,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",17,10,2,1,0,3,1,0,5,4,8,0,0,1,,Other,"Rock and roll","Freeze time",Happy,Relative,"International aid"
USA,OH,2012,"7         ",Female,12,Right-Handed,157,25,64,1,Car,17,0.621,47,Soccer,508,668,615,733,235,144,25,"Same length",90,75,"Index finger",February,Summer,No,No,Soups,"Sports drink",Art,9,8,5,"Yes - broadband connection","In person",13,15,35,1,10,21,37,2,1,6,9,28,0,3,Some,"Some college",Pop,Fly,Happy,"Sports person","International aid"
USA,OH,2020,"12        ",Female,16,Right-Handed,5'6,24,168,1,Car,4,.376,44,Soccer,900,900,900,900,200,800,25,"Left foot",52,51,"Index finger",January,Fall,No,No,Desserts,Water,Languages,6,8,4,"Yes - other","Text messaging",6,10,15,0,7,0,2,1,19,20,26,28,0,4,Some,"Graduate degree","Rock and roll",Fly,Happy,Other,"Wildlife, animals"
USA,OH,2011,"12        ",Female,17,Right-Handed,157,22,157,1,Car,1,.39,52,"Hockey (Field)",300,700,300,,1000,1000,22,"Same length",90,90,"Same length",August,Fall,No,No,Breads/Sandwiches,Tea,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Text messaging",300,300,25,3,20,5,8,0,15,80,30,4,8,3,"A lot","Graduate degree",Other,Fly,Happy,"Doctor or nurse",Health
USA,OH,2019,"12        ",Female,17,Right-Handed,170,22,170,1,Car,2,.56,61,Basketball,112,21,16,5,48,567,,,80,75,"Index finger",January,Fall,No,No,"No favorite",Water,Art,7,10,3,"Yes - broadband connection","Text messaging",30,4,72,4,2,0,14,0,7,1,7,3,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse","Education/Youth development"
USA,OH,2020,"7         ",Male,13,Right-Handed,160,22,151,2,Bus,26,.256,32,Athletics,872,802,128,914,374,460,22,"Same length",92,80,"Index finger",December,Winter,No,No,"No favorite",Water,"Physical education",8,9,5,"Yes - broadband connection","In person",none,none,15,0,1,3,1,3.3,0,0,4,2,0,.75,"Very little","Graduate degree",Other,Fly,Rich,Relative,"Wildlife, animals"
USA,OH,2020,"12        ",Female,16,Right-Handed,"64 cm","23 cm","64 cm",1,Car,"5 min",0.449,50,Dancing,470,600,600,500,1000,1000,24,"Left foot",69,76,"Ring finger",October,Summer,No,No,Meat,Water,"Mathematics and statistics",7-8,8-9,5,"Yes - broadband connection","Text messaging",50,50,10,5,16,8,20,0,14,10,16,3,8,4,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,Health
USA,OH,2022,"12        ",Male,31,Right-Handed,177.8,30.48,167.6,1,Car,15,.353,26,Golf,492,824,556,786,717,743,30.48,"Same length",8.5,8,"Index finger",July,Summer,No,No,Salads,Water,"Mathematics and statistics",7,7,5,"Yes - broadband connection","Text messaging",12,15,2,1,6,24,3,1,1,2,24,10,55,24,Some,"Graduate degree",Country,"Freeze time",Happy,Other,"Education/Youth development"
USA,OH,2019,"6         ",Female,12,Left-Handed,4'9,,,1,Bus,20,0.397,49,Other,150,20,56,30,200,600,,"Right foot",,,"Index finger",September,Summer,No,No,Seafood,Water,English,7,10,4,"Yes - other","Text messaging",20,16,3,6,2,6,3,1,7,7,7,4,0,6,Some,"Graduate degree",Gospel,Telepathy,Healthy,"Religious figure",Religious
USA,OH,2017,"12        ",Female,16,Right-Handed,167,22,170,2,Car,6,0.354,43,"Martial Arts",700,900,950,950,500,1000,23,"Left foot",72,76,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,English,6,9,5,"Yes - other","Text messaging",20,30,3,3,10,2,1,0,1.5,1.5,3,2,15,3,"A lot","Graduate degree",Other,"Freeze time",Happy,Teacher,Health
USA,OH,2013,"12        ",Male,17,Left-Handed,180,26,181,2,Car,2,.297,36,Soccer,1000,1000,1000,1000,1000,1000,26,"Same length",73,76,"Ring finger",May,,No,No,Meat,Water,"Physical education",6,9,5,"Yes - broadband connection","In person",200,200,15,10,2,15,12,2,4,5,10,2,20,5,"Very little","Graduate degree",Gospel,Telepathy,Happy,Other,Other
USA,OH,2020,"12        ",Male,17,Right-Handed,182.8,26,184,1,Car,10-15,.35,37,Bowling,1000,1000,845,535,1000,1000,25.5,"Right foot",90,100,"Ring finger",June,Summer,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",6-7,10-11,4,"Yes - other","Cell phone",25,35,12,16,3,20,10,15,2,19,18,1,19,3,Some,"Graduate degree",Pop,"Super strength",Happy,"Musician or singer",Health
USA,OH,2013,"4         ",Male,11,Right-Handed,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2012,"5         ",Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2024,"12        ",Male,17,Right-Handed,175,21,178,1,Car,25,.864,36,Athletics,900,700,500,600,200,400,21,"Same length",80,80,"Same length",July,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,12,4,"Yes - other","In person",100,145,2,6,5,3,18,14,0,3,30,0,0,2,Some,"Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"International aid"
USA,OH,2019,"12        ",Female,18,Right-Handed,167.6,,,1,Car,5,,,None,900,500,200,200,0,400,,"Left foot",80,74,"Index finger",August,Fall,No,No,"No favorite",Coffee,Other,4,6,2,"Yes - other","Internet chat or instant messaging",30,15,3,1,15,0,0,0,20,20,30,0,35,6,"A lot",,Other,Telepathy,Happy,"Doctor or nurse","International aid"
USA,OH,2017,"8         ",Female,14,Right-Handed,155,24,165,1,Bus,7,0.85,49,Dancing,10,50,60,80,90,20,24,"Same length",20,30,"Ring finger",March,Summer,No,No,Pizza/Pasta,Water,Languages,6,4,7,"Yes - other","Text messaging",56,64,2,1,1,6,2,1,6,10,3,3,1,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Doctor or nurse",Health
USA,OH,2013,"11        ",Male,17,Left-Handed,179.5,30,183,2,Car,8,0.265,39,Other,610,775,513,717,369,294,30,"Same length",79,83,"Ring finger",March,Spring,No,No,Seafood,"Powdered drink",Music,7,12,3,"Yes - broadband connection","Text messaging",200,200,15,5,20,30,20,30,15,70,60,20,0,30,Some,"Graduate degree","Heavy metal",Invisibility,Rich,"Business person","Arts, culture, sports"
USA,OH,2022,"12        ",Male,18,Right-Handed,177.8,25,180,1,Car,20,0.289,42,"Football (American)",1000,800,750,500,450,650,25,"Same length",70,75,"Ring finger",March,Summer,No,No,"No favorite",Water,Science,2,2,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,4,1,5,7,3,3,2,4,6,6,0,3,Some,Other,"Rap/Hip hop",Fly,Happy,Relative,Health
USA,OH,2015,"7         ",Male,12,Right-Handed,157,24,163,3,Car,15,.22,38,Soccer,300,900,300,500,1000,1000,26,"Left foot",86,78,"Index finger",December,Fall,No,No,Poultry,Water,"Physical education",8,6,4,"Yes - broadband connection","In person",40,75,12,1,6,15,15,8,6,7,10,11,1,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person",Health
USA,OH,2019,"7         ",Female,13,Right-Handed,,26,147,1,Bus,10,0.39,49,Other,50,10,50,50,20,30,26,,7,7,"Same length",April,Summer,No,No,Salads,Water,Science,8,6,4,"Yes - other","Cell phone",10,15,3,0,1,5,0,0,2,0,0,3,0,1,Some,"Some college",Other,Invisibility,Rich,Other,Health
USA,OH,2020,"11        ",Female,16,Right-Handed,170,26,175,2,Car,"15 ",0.435,45,None,513,1000,374,160,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2013,"4         ",Female,10,Right-Handed,350,22,135,3,Car,5,.512,60,Other,100,1000,1000,1000,0,0,21,"Right foot",,55,"Ring finger",December,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",10,12,5,"Yes - other",Other,0,0,8,3,8,16,4,0,0,0,2,0,0,0,"Very little","Graduate degree",Country,"Freeze time",Happy,Other,"Wildlife, animals"
USA,OH,2022,"11        ",Male,14,Right-Handed,175,26,1803,1,Bicycle,10,.359,35,Other,700,850,300,350,950,1000,26,"Same length",79,79,"Same length",August,Spring,No,No,"No favorite",Water,"Mathematics and statistics",8,9,5,"Yes - broadband connection","In person",1,1,7,0,1.5,1,1.5,50,.5,.5,75,.5,0,4,,"Graduate degree",Other,"Freeze time",Happy,Relative,Environment
USA,OH,2023,"7         ",Male,13,Right-Handed,148,21,148,2,Car,17,0.3,43,Tennis,900,400,700,950,750,600,21,"Same length",80,88,"Ring finger",October,Summer,No,No,"No favorite",Juice,History,8,10,5,"Yes - broadband connection","In person",0,3,0,0,2,5,3,6,0,0,10,2,0,0,Some,Other,Pop,Fly,Rich,Friend,Health
USA,OH,2019,"12        ",Female,17,Ambidextrous,5'1,22cm,154,2,Bus,"25 mi",0.473,53,Dancing,1000,914,690,690,139,294,23,"Left foot",79,73,"Ring finger",July,Fall,Yes,No,Fruit,Water,English,4-5,6-10,5,"Yes - broadband connection","Text messaging",23,25,22,3,"2 1/2",4,10,0,6,2,7,0,0,6,"A lot","Graduate degree","Punk rock",Fly,Happy,Relative,Environment
USA,OH,2019,"10        ",Male,16,Right-Handed,"5,11",30,177,3,Car,10,0.4,45,Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,"12        ",Female,15,Right-Handed,164,23,170,1,Car,6,0.733,45,Athletics,800,700,650,750,500,850,23,"Same length",73,75,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Other,6,7,4,"Yes - broadband connection","Text messaging",75,100,6,0,5,5,8,3,10,7,10,7,5,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Doctor or nurse",Health
USA,OH,2022,"12        ",Male,17,Right-Handed,175,30,177,1,Car,20,0.388,33,Basketball,567,727,759,861,594,765,32,"Left foot",17,20,"Ring finger",October,Fall,Yes,No,Poultry,Water,History,7,8,3,"Yes - broadband connection","Text messaging",10,10,6,4,2,3,0,0,10,15,14,7,16,4,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,Other,"International aid"
USA,OH,2024,"7         ",Male,13,Right-Handed,"5,3",25,164,2,Bus,7,1.054,55,Basketball,100,100,1000,1000,100,1000,25,"Right foot",10,10,"Same length",April,Winter,No,No,Seafood,Water,Languages,7,8-7,4,"Yes - other","Cell phone",54,100,"2 hr","1 hr",0,0,ad,0,ad,ad,ad,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Education/Youth development"
USA,OH,2011,"6         ",Male,11,Left-Handed,137,20,112,1,Car,5,0.473,68,Soccer,500,1000,375,,800,1000,21,"Left foot",90,80,"Index finger",October,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",8,9,3,"Yes - broadband connection","In person",0,0,5,1,3,6,7,2,0,0,2,3,5,2,"A lot","Graduate degree","Heavy metal",Invisibility,Happy,"Sports person","Wildlife, animals"
USA,OH,2021,"12        ",Female,17,Right-Handed,77,25,62,1,Car,20,0.3,37,None,800,300,300,500,200,400,26,"Left foot",80,74,"Index finger",February,Fall,No,No,Desserts,Water,Music,8,6,5,"Yes - other","Cell phone",15,15,0,48,6,1,0,0,5,1,10,0,30,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Environment
USA,OH,2021,"7         ",Female,13,,162,,156,2,Car,4,0.418,32,Soccer,10,10,10,10,10,900,,,70,60,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,"Physical education",7-8,9-10,4,"Yes - broadband connection","Internet chat or instant messaging",10,20,100,4,4,20,10,0,10,3,10,2,0,3,Some,"Graduate degree",Pop,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,OH,2015,"12        ",Male,16,Right-Handed,175,27,178,2,Car,15,.325,40,Lacrosse,800,850,700,650,500,400,28,"Left foot",75,72,"Index finger",July,Spring,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",20,25,5,3,30,20,0,2,2,8,35,15,0,0,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,OH,2021,"7         ",Male,12,Left-Handed,167.6,27,160,1,Car,6,.4,51,Lacrosse,690,487,578,900,675,960,29,"Left foot",110,110,"Same length",March,Spring,Yes,No,Meat,Water,Science,9,6,4,"Yes - broadband connection","Cell phone",5,15,15,40,10,20,5,40,5,1,10,5,0,5,Some,"Graduate degree",Other,Fly,Happy,Relative,Health
USA,OH,2021,"12        ",Female,17,Right-Handed,165,259,165,2,Car,6,.363,30,Other,990,990,990,990,1,990,259,"Same length",1000,900,"Same length",June,Summer,No,No,Pizza/Pasta,Water,Art,7,9,3,"Yes - broadband connection","Text messaging",30,40,10,1,6,7,20,0,6,8,2,1,0,0,Some,"Graduate degree",Pop,"Freeze time",Healthy,Relative,Health
USA,OH,2019,"12        ",Male,17,Right-Handed,185,30,190,1,Car,5,.438,41,"Football (American)",727,422,134,717,123,481,30,"Same length",100,80,"Index finger",April,Summer,No,No,Pizza/Pasta,Water,History,7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",105,94,10,,,,,,,,,,,,,,,,,,
USA,OH,2019,"12        ",Female,16,Right-Handed,159,23,156,1,Car,35,0.346,46,Soccer,870,900,920,870,520,750,23,"Same length",70,70,"Same length",March,Fall,No,No,Fruit,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",20,20,8,2,20,21,12,1,5,4,20,5,3,5,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,OH,2021,"12        ",Female,17,Right-Handed,160,23,150,1,Car,15,0.392,39,Dancing,1000,1000,1000,1000,500,500,23,"Same length",45,50,"Ring finger",March,Fall,No,No,Desserts,Milk,Other,4,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,60,10,10,0,0,30,0,60,60,40,10,12,0,Some,"Graduate degree",Country,Telepathy,Rich,Relative,"Wildlife, animals"
USA,OH,2024,"7         ",Male,12,Right-Handed,183,27,179,2,Car,2,.467,30,Basketball,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,"11        ",Male,17,Left-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2011,"4         ",Male,10,Right-Handed,137,21,134,1,Car,3,0.608,63,Cycling,503,1000,711,,321,321,22,"Left foot",70,70,"Same length",February,Spring,Yes,No,Desserts,Milk,"Computers and technology",,,6,"Yes - broadband connection","In person",00000,00000,5,00000,6,6,1,2,00000,00000,2,6,1,,Some,,Country,Invisibility,Healthy,Relative,"Education/Youth development"
USA,OH,2020,"12        ",Female,18,Right-Handed,152.4,22.86,154.9,,Car,10,.605,36,Swimming,449,930,551,840,257,401,23.2,"Left foot",69.9,76.2,"Ring finger",May,Spring,No,No,Seafood,Water,Other,6.5,7,3,"Yes - broadband connection","Internet chat or instant messaging",11,13,35,14,21,21,18,0,35,14,35,21,7,21,Some,"Graduate degree",Country,"Freeze time",Healthy,Relative,"International aid"
USA,OH,2021,"12        ",Male,18,Right-Handed,155,27,176,2,Car,7,0.384,40,Golf,428,422,251,358,1000,1000,27,"Left foot",83,87,"Ring finger",June,Summer,Yes,No,Seafood,Water,,,,,"Yes - broadband connection",,,,,,,,,,,,,,,,,,,,,,
USA,OH,2024,"7         ",Female,13,Right-Handed,163,25,164,2,Bus,30,.502,40,Basketball,888,481,1000,1000,37,1000,25,"Same length",70.5,80,"Ring finger",March,Summer,No,No,Meat,Water,"Social studies",7,5,3,"Yes - broadband connection","In person",80,120,5,7,1,4,3,1,6,4,6,1,0,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Famous,"Musician or singer","Education/Youth development"
USA,OH,2020,"12        ",Female,17,Right-Handed,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,24,3,5,5,2,0,7,1,2,2,30,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,,Relative,Health
USA,OH,2023,"7         ",Female,12,Right-Handed,155,19,162,1,Car,23,0.368,69,Dancing,706,342,128,561,53,53,20,"Left foot",85,85,"Same length",July,Summer,Yes,No,Desserts,Juice,History,6/7,5/4,3,"Yes - broadband connection","Text messaging",5,7,7,5,3,6,8,1,1,2,7,4,0,2,Some,"Some college",Pop,"Freeze time",Rich,Relative,"Arts, culture, sports"
USA,OH,2016,"7         ",Male,12,Right-Handed,167,24,57,2,Walk,"10 ",0.571,53,Basketball,1000,500,20,0,100,1000,25,"Left foot",7,7,"Same length",June,Summer,Yes,No,Other,Juice,"Physical education",12,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",47,80,7,12,1,15,15,30,20,20,19,5,0,12,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Education/Youth development"
USA,OH,2019,"7         ",Female,12,Right-Handed,154,24,150,1,Car,3,0.728,54,Gymnastics,800,900,500,300,100,900,23,"Right foot",7,7.5,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",8,9,3,,"Myspace, Facebook, other social networking sites, or blog",35,40,45,1,0,70,50,0,45,30,55,5,0,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Other,"Wildlife, animals"
USA,OH,2023,"12        ",Male,17,Right-Handed,180,28,182,1,Car,35,.301,23,Basketball,800,800,800,80p,1000,1000,28,"Same length",77,74,"Index finger",March,Fall,No,No,Meat,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","In person",10,10,20,5,3,30,20,15,20,3,35,10,0,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Arts, culture, sports"
USA,OH,2013,"11        ",Male,18,Right-Handed,187,29,192,1,Car,4,2.8,38,Baseball/Softball,717,449,75,86,1000,1000,29,"Same length",85,95,"Ring finger",August,Fall,No,No,Seafood,Water,History,8,8,3,"Yes - broadband connection","Text messaging",100,100,15,2,3,10,24,0,5,30,12,10,10,5,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person",Religious
USA,OH,2011,"4         ",Male,10,Right-Handed,135,19,129,1,Walk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,"8         ",Female,14,Left-Handed,152,22,22,1,Bus,10,0.484,54,Baseball/Softball,800,850,900,950,0,1000,22,"Same length",7.1,6.5,"Index finger",February,Spring,No,No,Seafood,"Soft drink (caffeinated)",Art,9,7,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,50,2,5,4,0,5,0,10,2,20,20,0,7,"Very little","Some college","Rap/Hip hop",Invisibility,Happy,Friend,Health
USA,OH,2017,"12        ",Male,17,Right-Handed,170,27,170,1,Car,6,0.341,51,Athletics,500,500,500,500,200,200,27,"Same length",6,7,"Ring finger",May,Summer,Yes,No,Seafood,Water,Science,6,7,4,"Yes - broadband connection",Other,100,100,4,1,0,2,5,1,3,2,3,2,1,0,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Doctor or nurse",Religious
USA,OH,2020,"11        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,"8         ",Male,13,Right-Handed,150,25,148,1,Car,4,0.471,52,Basketball,501,499,505,503,604,716,25,"Same length",76,72,"Index finger",October,Summer,No,Yes,Pizza/Pasta,Water,Art,9,10,4,"Yes - other","Cell phone",8,6,12,0.3,2,13,10,10,1,4,9,6,0,7,Some,"Some college","Rap/Hip hop",Fly,Happy,"Sports person","Wildlife, animals"
USA,OH,2021,"12        ",Male,18,Right-Handed,178,27,165,2,Car,7,.282,41,Athletics,465,332,337,32,102,749,27,"Same length",82.55,88.9,"Ring finger",November,Summer,No,No,Meat,Water,History,6-7,10-12,4,"Yes - broadband connection","Text messaging",76,80,24,2,48,15,7,50,5,3,0,0,5,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Other
USA,OH,2023,"7         ",Female,12,Right-Handed,149,23,125,2,Walk,12,.431,35,Walking/Hiking,1000,979,952,957,460,465,23,"Same length",70,60,"Index finger",September,Summer,No,No,"Rice/Noodle dishes",Water,Science,7-9,9-10,4,"Yes - broadband connection","Text messaging",30,20-30,0,2,1,1-2,2,3,1,2,4,2,0,1,Some,"Graduate degree",Pop,Invisibility,Rich,Relative,Religious
USA,OH,2022,"11        ",Female,16,Right-Handed,154,91.44,163,2,Car,25,0.653,57,Athletics,1000,471,310,471,1000,1000,,"Right foot",,,"Same length",October,Fall,No,No,Pizza/Pasta,Tea,Science,5,10,6,"Yes - other",Other,30,50,7,4,8,3,12,2,4,1,40,2,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,"Sports person",Health
USA,OH,2020,"12        ",Male,18,Right-Handed,190.5,26,186.6,1,Car,10,0.712,63,Bowling,1000,900,800,300,100,700,26,"Same length",95,85,"Index finger",September,Fall,Yes,No,Meat,Milk,Music,5,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",68,50,5,0,3,6,1,2,4,2,8,3,4,1,Some,"Some college",Gospel,"Super strength",Healthy,"Musician or singer",Religious
USA,OH,2018,"12        ",Male,17,Right-Handed,155.4,27,155,1,Car,10,.45,.37,"Martial Arts",.6,.4,.5,.4,.6,.2,27,"Same length",30,30,"Same length",May,Summer,No,No,Meat,Water,"Mathematics and statistics",8,8,4,"No internet connection",Telephone,40,50,5,1,0,0,5,2,4,3,4,5,6,2,None,"Some college",Country,"Super strength",Famous,"Sports person","Wildlife, animals"
USA,OH,2019,"12        ",Male,17,Right-Handed,185,33,76,1,Car,20,,55,"Football (American)",500,700,400,500,300,900,32.5,"Right foot",13,14,"Ring finger",March,Summer,No,No,Meat,Juice,History,5,9,3,"Yes - broadband connection","Text messaging",300,400,7,24,13,10,23,8,7,20,6,9,0,4,Some,"Graduate degree",Pop,Telepathy,Happy,"Sports person",Environment
USA,OH,2021,"12        ",Male,17,Right-Handed,182,30,200,1,Car,6,0.309,44,Golf,10,500,600,400,900,1000,30,"Same length",80,80,"Same length",January,Summer,No,No,Pizza/Pasta,Juice,History,7,9,8,"Yes - broadband connection","Text messaging",100+,100+,15,2,30,20,15,5,5,7,7,0,0,0,Some,"Graduate degree",Pop,"Freeze time",Happy,Other,Religious
USA,OH,2024,"7         ",Female,13,Right-Handed,163,23,162,1,Car,2,0.49,31,Other,299,289,43,107,663,1000,23,"Same length",65,67.5,"Same length",October,Summer,No,No,Pizza/Pasta,"Energy drink",English,8,4,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,500,50,1,4,10,20,0,10,8,5,5,0,2,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Sports person",Health
USA,OH,2019,"6         ",Male,11,Right-Handed,"158 c","25 cm","157 c",1,Bus,25,0.42,50,"Martial Arts",497,497,567,497,759,1000,"25 cm","Same length","90 mm","80 mm","Index finger",July,Summer,No,No,Desserts,Water,Science,"9 ",8,5,"Yes - other","In person",0,0,13,0,0,1,6,6,0,0,4,2,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Other,"Wildlife, animals"
USA,OH,2023,"7         ",Female,12,Right-Handed,169,24,174,2,Car,5,0.327,48,Skateboarding/Rollerblading,900,700,900,950,900,1000,23,"Right foot",9,10,"Ring finger",July,Fall,Yes,No,Fruit,Water,English,7,10,6,"Yes - other","Text messaging",20,50,5,1,6,3,1,3,5,2,2,2,0,1,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Actor,Health
USA,OH,2011,"4         ",Male,10,Right-Handed,139,20,48,3,Bus,20,0.39,20,Lacrosse,1000,492,722,,652,449,21,"Left foot",60,60,"Same length",July,Summer,No,No,Salads,Milk,Science,8,10,5,"Yes - broadband connection","Cell phone",3,4,6,1,3,5,3,2,0,1,2,1,7,2,"Very little","Graduate degree","Heavy metal","Super strength",Healthy,"Sports person",Health
USA,OH,2023,"12        ",Female,16,Right-Handed,5’4,25,171,2,Car,20,0.377,38,Tennis,,,,,,,25,"Same length",8,8,"Same length",September,Fall,No,No,Pizza/Pasta,Water,History,6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,25,10-15,7,20,10,25,0,13,12,7,10,0,1,"A lot",Other,Reggae,Telepathy,Happy,"Business person","Education/Youth development"
USA,OH,2011,"4         ",Female,9,Right-Handed,154,23,159,2,Car,20,0.421,56,Soccer,1000,1000,1000,,0,23,23,"Same length",70,70,"Same length",June,Summer,No,No,Meat,"Soft drink (caffeinated)",Art,8,10,4,"Yes - broadband connection","In person",0,0,36,5,5,9,2,0,0,0,0,3,0,0,"Very little","Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,OH,2011,"12        ",Female,17,Right-Handed,170,"24 ",168,1,Car,4,.324,44,Soccer,500,600,200,,600,500,24,"Same length",7,7,"Same length",May,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,6,11,7,"Yes - broadband connection","Text messaging",150,150,12,1,7,1,10,0,10,60,15,5,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","Education/Youth development"
