Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,AK,2023,"12        ",Female,16,Right-Handed,180.3,22.8,173.9,2,Car,30,0.307,39,Other,872,647,332,968,267,631,22.86,"Same length",75mm,80mm,"Ring finger",May,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",4,9,4,"Yes - broadband connection","Text messaging",200,150,24/7,3,2,2,6,2,2,5,24/7,12+,0,1,Some,"Graduate degree",Other,Telepathy,Rich,"Sports person","International aid"
USA,AK,2022,"12        ",Female,16,Right-Handed,156,24.1,,,Car,10min,,,Other,1000,100,1000,1000,100,10,24.1,"Left foot","2 1/2",3,"Ring finger",April,Winter,Yes,No,"No favorite",Water,History,5-7,9,,,"Cell phone",16,,,,,,,,,,,,,,,,,,,,
USA,AK,2022,"12        ",Female,16,Right-Handed,175,24cm,,1,Car,8mins,.6sec,42sec,Walking/Hiking,,,,,,,23cm,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,"12        ",Male,17,Right-Handed,187,29,194,2,Car,15,0.283,34,Walking/Hiking,1000,1000,1000,1000,200,1000,29,"Same length",104,100,"Index finger",March,Summer,Yes,No,"Rice/Noodle dishes",Water,Music,6,8,3,"Yes - broadband connection","In person",5,11,0,0,6,3,0,0,60,1,70,0,0,3,Some,"Graduate degree","Rock and roll",Fly,Happy,"Musician or singer",Environment
USA,AK,2023,"12        ",Male,18,Right-Handed,159.5,22.4,154.2,1,Car,16,0.249,48,Running/Jogging,1,4,3,2,4,6,22.6,"Left foot",83,91,"Ring finger",January,Fall,Yes,No,"Rice/Noodle dishes",Water,English,7,12,9,"Yes - other","In person",3,4,4,0,19,5,9,0,4,0,6,0,7,7,Some,"Graduate degree",Other,Fly,Healthy,"Business person","International aid"
USA,AK,2022,"12        ",Female,16,Right-Handed,156,24.1,,,Car,10min,,,Other,1000,100,1000,1000,100,10,24.1,"Left foot","2 1/2",3,"Ring finger",April,Winter,Yes,No,"No favorite",Water,History,5-7,9,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2017,"12        ",Female,17,Right-Handed,175,24,167,1,Car,8,.638,54,Athletics,914,1000,620,460,706,1000,25,"Left foot",7.1,7.8,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Water,History,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",90,171,30,7,4,40,17,1,10,12,20,15,,,,,,,,,
USA,AK,2020,"10        ",Female,17,Right-Handed,131,22,156,1,Bus,20,.475,51,Walking/Hiking,738,396,364,508,27,128,21,"Right foot",80,72,"Index finger",November,Spring,Yes,No,Pizza/Pasta,Water,Art,8,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,11,1,7,7,4,1,2,7,7,7,7,0,2,Some,"Some college","Rap/Hip hop",Invisibility,Happy,Relative,"Wildlife, animals"
USA,AK,2023,"12        ",Male,17,Right-Handed,171,28,172.5,,Car,20,.41,30,"Football (American)",3,5,50,250,450,500,28,"Same length",11.1,11,"Index finger",May,Fall,Yes,No,Poultry,Water,Science,7-9,8-12,8,"Yes - other","Text messaging",150,160,15,6,2,6,10,0,20,15,8,0,17,1,Some,"Some college","Rhythm and blues (R&B)","Freeze time",Rich,"Business person",Environment
USA,AK,2016,"11        ",Female,16,Left-Handed,155,23,156,2,Bus,45,0.349,36,Dancing,1000,1000,1000,1000,850,850,23,"Same length",66,72,"Ring finger",December,Summer,No,No,Other,Juice,Other,5,10,3,"Yes - broadband connection","Internet chat or instant messaging",40,40,6,0,35,5,4,2,20,3,20,0,9,1,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,AK,2021,"11        ",Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2017,"12        ",Female,16,Right-Handed,170,24,168,1,Car,10,.782,41,Soccer,1000,900,600,700,50,200,24,"Same length",750,650,"Index finger",December,Summer,Yes,No,Desserts,Water,History,6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,110,10,21,2,15,10,0,30,30,30,10,5,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,"Religious figure",Environment
USA,AK,2024,"12        ",Female,18,Right-Handed,162,25,162,2,Car,12,0.148,39,Other,759,717,492,556,123,299,26,"Left foot",10,9,"Index finger",September,Fall,Yes,No,Meat,Milk,History,5,4,4,"Yes - broadband connection","Text messaging",15,78,6,10,0,5,0,0,10,15,0,5,8,6,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,"Musician or singer","Wildlife, animals"
USA,AK,2023,"12        ",Male,17,Ambidextrous,178,11.6,180,1,Car,15,0.2,,Basketball,600,500,500,600,750,800,11.6,"Same length",2.6,2.8,"Ring finger",January,Summer,Yes,No,Fruit,Water,"Physical education",5-8,5-9,5,"Yes - dial-up connection","In person",250,250,21,2,16,14,28,4,14,10,19,5,0,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Wildlife, animals"
USA,AK,2018,"12        ",Male,18,Right-Handed,158,24,169,3,Bus,7,3.7,"44 ","Martial Arts",38,22,10,15,6,0,24,"Same length",,,"Same length",September,Spring,No,No,Meat,Tea,Art,7,4,3,"No internet connection","Text messaging",2,3,3,0,1,4,2,2,1,0,1,2,2,2,"Very little","High school",Other,"Super strength",Rich,Actor,"Arts, culture, sports"
USA,AK,2020,"12        ",Male,17,Left-Handed,177.8,26,183,2,Bus,15,0.29,47,Soccer,487,358,1000,615,96,519,27,"Left foot",70,70,"Ring finger",August,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",5,3,4,"Yes - other","Text messaging",11,12,10,15,12,25,20,25,13,20,50,5,0,5,Some,"Some college","Heavy metal",Telepathy,Healthy,Relative,"Arts, culture, sports"
USA,AK,2021,"11        ",Female,15,Right-Handed,175,"24 ",,2,Car,5,0.372,48,Basketball,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2017,"12        ",Male,17,Right-Handed,188,31,189,1,Car,10,0.476,50,"Football (American)",529,695,1000,893,203,203,31,"Same length",76.2,76.2,"Same length",October,Summer,No,No,Meat,Water,"Computers and technology",7,8,3,"Yes - broadband connection","Cell phone",30,50,30,20,10,40,50,10,10,10,60,20,40,0,Some,"Graduate degree","Rock and roll",Invisibility,Rich,"Sports person","Wildlife, animals"
USA,AK,2021,"11        ",Female,15,Right-Handed,165,25.1,60,1,Car,10,.42,33,"Football (American)",497,487,626,754,48,235,250,"Right foot",75,70,"Ring finger",August,Winter,No,No,"Rice/Noodle dishes",Water,English,9,12,4,"Yes - broadband connection","In person",None,None,4,,1,17,2,,,,,,,,Some,"Some college",Country,"Freeze time",Happy,Friend,"International aid"
USA,AK,2024,"12        ",Female,16,Right-Handed,155,22,163,2,Car,11,0.777,29,Dancing,1000,738,853,972,792,1000,23,"Left foot",7.3,7.5,"Ring finger",May,Summer,No,No,Pizza/Pasta,Juice,Music,6-8,8-10,4,"Yes - dial-up connection","Internet chat or instant messaging",12,25,2,4,2,0,0,0,1,8,2,0,0,1,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Famous,Actor,"International aid"
USA,AK,2023,"12        ",Male,17,Right-Handed,167,24,132,2,Car,20,.293,31,Basketball,200,300,400,500,500,500,24,"Same length",,,"Ring finger",March,Winter,No,No,Meat,Water,"Physical education",5,7,4,"Yes - dial-up connection","In person",17,116,62,1,0,14,7,49,27,4,0,0,0,0,Some,"Some college","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,AK,2023,"12        ",Female,17,Left-Handed,165.1,24,160,2,Car,100.6,0.649,42,Other,503,257,123,321,1000,1000,24,"Same length",10,10,"Same length",May,Summer,Yes,No,Meat,"Energy drink","Physical education",3,9,2,"Yes - other","In person",10,3,5,9,3,10,2,0,12,12,12,0,0,3,Some,"Some college","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"Wildlife, animals"
USA,AK,2017,"12        ",Male,17,Right-Handed,171,24,173,2,Car,50,0.78,46,Other,631,743,326,198,100,877,25,"Left foot",94,990,"Ring finger",November,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,10,5,"Yes - other","Text messaging",24,16,1,2,4,6,6,8,20,10,10,20,16,5,Some,Other,Pop,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,AK,2024,"12        ",Male,17,Right-Handed,159,24,164,3,Bus,30,0.361,30,Other,1000,936,940,950,0,900,24,"Same length",95,90,"Index finger",January,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",6-7,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100+,100,,,,,,,,,,,,,,,,,,,
USA,AK,2024,"12        ",Female,17,Right-Handed,61,22.86,58,2,Car,15,44,,Walking/Hiking,1000,1000,1000,1000,0,487,22.85,"Same length",7.02,7.02,"Same length",July,Summer,No,No,"Rice/Noodle dishes","Energy drink",English,8,10,3,"Yes - other","Internet chat or instant messaging",7,4,6hr,3hr,2hr,10hr,15hr,1hr,10hr,10hr,6hr,10hr,14hr,1hr,Some,"Some college",Pop,Invisibility,Rich,Other,Environment
USA,AK,2022,"12        ",Male,16,Right-Handed,174,27,,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,"12        ",Male,17,Left-Handed,175,25,175,1,Car,17,0.328,54,Basketball,1000,800,1000,700,200,1000,25,"Same length",100,107,"Ring finger",May,Summer,No,No,"Rice/Noodle dishes",Water,"Physical education",6,14,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,4,0,2,4,1,4,10,0,10,0,7,1,"Very little","High school","Rap/Hip hop",Invisibility,Happy,Other,Environment
USA,AK,2021,"11        ",Male,16,Right-Handed,175,26,,1,Bus,5,,,None,500,500,500,500,550,550,25,"Right foot",80,80,"Same length",December,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,4-8,4-9,2,"Yes - other","Text messaging",1,1,0,.1,.3,2,.1,6,.2,.01,6,.3,0,.1,Some,"High school",Other,Invisibility,Rich,Actor,Health
USA,AK,2024,"12        ",Female,15,Right-Handed,172,,173,1,Car,"7/14 ",0.297,35,Basketball,583,578,588,572,422,433,25.5,"Right foot",10,11,"Ring finger",August,Summer,No,No,Salads,Water,Music,4,12,6/4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",70,100,4,1,3,3,1,5,3,2,2,1,0,5,Some,Other,"Rap/Hip hop","Super strength",Healthy,Relative,"Arts, culture, sports"
USA,AK,2024,"12        ",Female,19,Right-Handed,158,24.1,,1,Car,13,.365,41,None,904,904,904,904,1000,1000,24.1,"Same length",70,60,,January,Fall,No,No,Desserts,"Energy drink",Art,7,9,6,"Yes - other","In person",7,36,8,1,1,5,0,10,10,21,48,2,16,2,Some,"Less than high school",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,AK,2021,"11        ",Male,15,Right-Handed,172.7,24.1,,2,Car,10,0.357,50,"Martial Arts",100,200,200,300,400,600,24,"Right foot",50.8,50.2,"Index finger",February,Summer,No,No,Seafood,Juice,Other,8,7-8,4-5,"Yes - other","Text messaging",500,1000,56,1,16,9,50,14,10,5,2,0,0,1,"Very little","High school","Rap/Hip hop",Fly,Rich,Other,"Wildlife, animals"
USA,AK,2021,"11        ",Female,17,Right-Handed,,24,,1,Car,10,0.988,44,Basketball,700,700,800,500,200,300,23,"Right foot",75,76,"Ring finger",April,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",5-7,10,9,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,17,10,5,7,3,5,5,20,10,5,5,15,5,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Environment
USA,AK,2016,"12        ",Female,17,Right-Handed,176,27,173,1,Car,15,.718,33,Soccer,1000,1000,615,588,112,688,27,"Same length",85,85,"Same length",December,Summer,No,No,Pizza/Pasta,"Sports drink",Other,5,10,4,"Yes - broadband connection","Internet chat or instant messaging",100,100,3,0,2,3,1,2,1,3,1,1,16,2,Some,"Undergraduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Other,Environment
USA,AK,2024,"12        ",Female,17,Left-Handed,167,23,174,2,Car,6,34,53,,,,,,,,"23cm ",,83mm,81mm,"Index finger",May,Spring,No,No,Fruit,"Energy drink",Science,6,8,9,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,15,2,"10 m",15m,20m,0m,10m,30m,2,10,3,16,0m,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Other,"International aid"
USA,AK,2021,"11        ",Female,17,Right-Handed,5'5,8,20,1,Car,10,5.4,49,Basketball,0,0,0,0,0,500,8,"Same length",4,6,"Ring finger",December,Summer,Yes,No,"No favorite",Other,Other,5,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",4,4,12,1,5,6,2,1,14,1,12,5,0,8,"A lot","Some college",Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,AK,2017,"12        ",Male,17,Left-Handed,157,25,113,2,Bus,13,0.376,43,None,717,401,882,765,861,1000,25,"Same length",103,105,"Ring finger",December,Spring,No,No,"Rice/Noodle dishes",Water,Languages,5,10,10,"Yes - broadband connection","In person",14,12,0,2,3,8,0,14,4,3,96,8,0,3,Some,"Some college",Pop,"Freeze time",Happy,Friend,Environment
USA,AK,2022,"12        ",Female,17,Right-Handed,175.3,27,180,1,Car,15,0.43,37,Soccer,800,750,600,750,200,650,25,"Right foot",80,80,"Same length",June,Fall,No,No,"No favorite","Soft drink (caffeinated)","Social studies",6.5,8,4.5,"Yes - other","In person",5,8,10,0.5,1.5,4.5,1,1,20,1,17,3,15,4,Some,"Graduate degree",Pop,Fly,Happy,Other,Other
USA,AK,2022,"12        ",Male,18,Right-Handed,5'11,220,6'2,0,Car,5,0.44,48,Basketball,800,800,800,800,1000,1000,220,"Same length",45mm,"45 mm","Same length",September,Summer,No,No,"No favorite",Tea,"Physical education",4-5,"8-10 ",7,"Yes - other","In person",14,5,"6 hr","1 hr","5 hr","3 hr","21 hr",6-7hr,"4 hr",0,24/7,"14 hr",0,"2 hr","Very little",Other,Other,Telepathy,Healthy,Other,"Arts, culture, sports"
USA,AK,2020,"10        ",Female,16,Right-Handed,"5'1 ",25,59,1,Bus,10,0.341,54,Other,1000,1000,1000,1000,0,500,24,,"6 1/2","5 1/2","Index finger",August,Summer,Yes,No,"Rice/Noodle dishes",Water,English,6,0,6,"Yes - broadband connection","Text messaging",100,100,24,24,0,0,9,24,24,24,24,24,0,0,"Very little","Graduate degree",Gospel,"Super strength",Healthy,Relative,Health
USA,AK,2024,"12        ",Female,17,Right-Handed,180,26.5,174,1,Car,4,0.342,51,Other,845,647,348,487,813,727,25.5,"Right foot",80,90,"Ring finger",July,Fall,Yes,No,Seafood,Water,Music,7,11,2,"Yes - broadband connection","Internet chat or instant messaging",20,25,7,0,1,2,4,0,8,2,8,0,8,1,"Very little","Graduate degree",Pop,Fly,Happy,Friend,Health
USA,AK,2020,"12        ",Male,17,Right-Handed,175,26,181,1,Car,8,0.306,45,"Football (American)",25,90,100,75,25,100,27,"Left foot",8,9,"Ring finger",October,Summer,No,No,Meat,Water,History,7,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",8,13,8,3,1,3,6,2,4,3,10,5,0,3,Some,,"Rhythm and blues (R&B)","Freeze time",Happy,"Sports person",Health
USA,AK,2017,"12        ",Female,16,Right-Handed,142,25,152,1,Car,10,4,44,Walking/Hiking,700,700,700,700,700,700,25,"Same length",70,60.5,"Index finger",January,Fall,Yes,No,Fruit,Water,English,8,13,6,"No internet connection","In person",22,18,28,7,14,21,14,0,14,13,6,1,0,5,Some,"Graduate degree",Pop,"Freeze time",Healthy,Other,"International aid"
USA,AK,2022,"12        ",Male,17,Right-Handed,,,,1,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2021,"11        ",Male,15,Right-Handed,175,28,,1,Car,4,,,Other,450,150,100,55,700,950,27,"Right foot",80,85,"Ring finger",December,Winter,Yes,No,Meat,Water,Science,6-8,7-10,5,"Yes - other","Internet chat or instant messaging",unk,unk,24,2,4,8,2,24,168,5,0,10,,,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
USA,AK,2021,"11        ",Male,16,Right-Handed,175,26,175,1,Car,5,0.341,51,Baseball/Softball,75,75,75,75,90,90,26,"Same length",35,37,"Ring finger",December,Summer,No,No,Poultry,Water,Art,4,10,3,"Yes - broadband connection","Text messaging",2,2,14,2,0,3,9,20,20,10,20,0,25,0,None,Other,"Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,AK,2022,"12        ",Female,16,Right-Handed,170,23,154,1,Bus,15,.362,56,Other,1000,800,900,900,30,20,24,"Left foot",7.5,7.5,"Same length",September,Summer,Yes,No,"Rice/Noodle dishes",Water,Music,7,8,4,"Yes - other","Cell phone",100,200,45,5,0,50,6,0,30,20,40,1,0,7,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,"Musician or singer",Environment
USA,AK,2023,"12        ",Male,16,Right-Handed,171,25.4,69.85,1,Car,5-10,0.368,42,Other,1000,845,797,241,27,1000,25.4,"Same length",8.89,8.89,"Same length",June,Summer,,No,Fruit,Water,"Physical education",8,5-10,4,"Yes - other","Text messaging",20,16,4,0,1,0-2,0,2-3,30min,0,0,5,0,"1 ","Very little","High school","Rap/Hip hop",Telepathy,Famous,Other,Environment
USA,AK,2017,"12        ",Male,17,Right-Handed,191,31,202,2,Bus,20,0.459,42,Other,1000,1000,1000,1000,1000,1000,31,"Same length",90,90,"Same length",June,Fall,No,No,Desserts,Water,"Mathematics and statistics",7,8,11,"No internet connection","In person",3,5,5,1,3,4,2,3,1,1,4,2,0,3,Some,"Graduate degree",Jazz,"Freeze time",Happy,Actor,Other
USA,AK,2023,"12        ",Female,17,Right-Handed,152,23.2,145,2,Car,20,0.918,67,None,1000,1000,1000,1000,0,0,23.1,"Right foot",73,99,"Ring finger",October,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",5,10,3,"Yes - other","Internet chat or instant messaging",300,375,0,4,2,2,0,2,16,8,2,2,10,0,Some,"Some college","Rap/Hip hop",Telepathy,Rich,Relative,Environment
USA,AK,2022,"12        ",Female,17,Right-Handed,137,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2015,"11        ",Female,16,Ambidextrous,150,22,,2,Bus,15,0.433,58,Cycling,866,668,925,845,802,786,22,"Left foot",95,120,"Ring finger",December,Fall,No,No,Fruit,Juice,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,25,1,0,4,2,0,0,2,2,2,1,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,AK,2023,"12        ",Male,16,,169,26.5,171,1,Walk,15,0.39,20,Dancing,620,904,904,957,957,825,26.5,"Same length",83,85,"Ring finger",January,Summer,No,No,"No favorite","Soft drink (caffeinated)",Other,6,8,3,"Yes - broadband connection","Text messaging",10,30,300,12,7,15,15,7,7,1,700,7,10,3,Some,"Some college","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"Wildlife, animals"
USA,AK,2022,"12        ",Male,16,Right-Handed,"170 ",10,170,1,Bus,15,0.305,33,Running/Jogging,1000,700,1000,800,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2024,"12        ",Male,17,Right-Handed,178,26.67,,1,Car,7,.335,52,Basketball,198,1000,599,401,1000,1000,26.67,,,,"Same length",January,Summer,No,No,Fruit,Tea,"Physical education",4,2,3,"Yes - broadband connection","Text messaging",200,150,0,8,2,3,4,6,7,5,8,2,4.5-8,4,"Very little","High school","Rap/Hip hop","Freeze time",Rich,"Business person",Environment
USA,AK,2020,"12        ",Female,18,Left-Handed,198,23,164,1,Bus,20,.535,54,Swimming,1000,500,500,800,900,1000,23,"Same length",70,80,"Ring finger",September,Summer,Yes,No,"No favorite",Coffee,Music,3to5,3,3,"Yes - broadband connection","Internet chat or instant messaging",10,20,5,30,10,20,5,6,2,10,50,10,0,10,Some,"Some college",Other,Fly,Happy,Other,Other
USA,AK,2024,"12        ",Male,18,Right-Handed,157.4,22.5,157.4,1,Bus,20,.522,44,Other,1000,947,813,866,775,647,22.5,"Same length",65,75,"Ring finger",September,Fall,No,No,Seafood,Tea,Music,6,8,4,"Yes - broadband connection","In person",75,76,2,0,0,16,4,4,30,10,29,16,8,3,Some,Other,Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,AK,2021,"11        ",Male,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,"12        ",Male,18,Right-Handed,185,28,188,1,Walk,10,0.366,54,Basketball,1000,1000,600,900,600,800,29,"Left foot",94,94,"Same length",September,Summer,Yes,No,Meat,Water,"Physical education",8,13,5,"Yes - broadband connection","In person",10,11,60,1,10,48,10,22,0,7,128,0,20,7,Some,Other,"Rock and roll","Freeze time",Rich,Relative,"International aid"
USA,AK,2018,"12        ",Female,16,Left-Handed,161,22,154,2,Bus,15,0.372,44,"Martial Arts",1000,500,700,700,200,1000,22,"Same length",100,70,"Index finger",January,Summer,Yes,No,Other,Tea,Other,6,10,6,"Yes - other","Text messaging",2,2,5,3,3,1,4,0,2,3,2,9,0,7,Some,"Graduate degree",Other,"Super strength",Rich,Relative,Health
USA,AK,2021,"11        ",Female,16,Right-Handed,162,21,158,2,Car,5,,,Gymnastics,1000,900,900,1000,100,600,22,"Left foot",60,70,"Ring finger",October,Summer,Yes,No,Fruit,Water,Science,4-5,7-9,6,"Yes - other","Cell phone",27,29,3,.5,1,.25,18-21,.25,1.5,.25,1,2,20-30,7-10,Some,"Some college",Techno/Electronic,Fly,Happy,Relative,"Wildlife, animals"
USA,AK,2024,"12        ",Female,16,,169cm,165cm,275cm,2,Bus,,6s,60s,Athletics,0,1000,1000,0,1000,1000,"165 c","Same length",34mm,45mm,"Index finger",January,Summer,No,No,Seafood,Water,Music,"10 h",10:00,2,"No internet connection","Cell phone",10,10,"1 h",4h,"3-4 h",10h,3h,3h,2h,1h,24h,2h,6h,3h,"A lot","Graduate degree",Gospel,Telepathy,Happy,"Community leader or elder",Religious
USA,AK,2022,"12        ",Female,17,Right-Handed,137,20,24,1,Bus,,.637,51,Other,1000,600,800,1000,200,1000,20,"Same length",,7.5,"Same length",March,Summer,No,No,Breads/Sandwiches,"Energy drink","Social studies",3,8,5,"Yes - broadband connection","Internet chat or instant messaging",200,250,1,1,1,7,0,0,5,5,6,2,4,1,"A lot","High school","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,AK,2021,"11        ",Male,15,Left-Handed,177.8,25,185,2,Bus,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2022,"12        ",Male,17,Right-Handed,165,23,170,2,Car,10,0.676,44,"Martial Arts",500,750,1000,1000,500,600,23,"Same length",80,80,"Ring finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2022,"12        ",Female,17,Right-Handed,163,24,158,3,Car,12,0.501,42,Dancing,888,648,979,882,372,492,24,"Same length",72.5,65.0,"Index finger",June,Fall,No,Yes,"Rice/Noodle dishes",Coffee,History,7,9,5,"Yes - other","In person",20,300,14,0,3,10,2,0,14,0,0,4,16,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,AK,2024,"12        ",Male,17,Left-Handed,171,24,174,1,Car,15,0.426,39,Baseball/Softball,0,0,0,0,0,0,24,"Same length",75,70,"Index finger",June,Summer,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Physical education",7,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,4,6,0,4,3,10,0,12,3,13,0,14,2,Some,"Undergraduate degree",Country,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,AK,2024,"12        ",Male,16,Right-Handed,174,27,165,1,Bus,10,0.34,31,Other,0,0,1,45,0,0,27,"Same length",83,80,"Index finger",May,Summer,No,No,Meat,"Energy drink","Physical education",8,7,2,"Yes - other","In person",10,11,5,0,3,6,1,7,3,1,7,4,0,4,,Other,Other,,,"Sports person",Health
USA,AK,2020,"12        ",Male,"17 ",Left-Handed,198,20,164,1,Bus,10,4,1:30,None,200,300,100,400,600,500,20,"Same length","9 cm",10cm,"Ring finger",March,Summer,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2020,"10        ",Female,16,Right-Handed,154,,,1,Car,15,0.503,38,Other,492,289,417,492,96,225,,,,,,August,Summer,No,No,Pizza/Pasta,Water,English,6,10,4,"Yes - other","In person",,,10,1,1,1,8,2,1,1,2,2,,2,"A lot","High school","Rock and roll","Freeze time",Rich,Actor,"Wildlife, animals"
USA,AK,2020,"12        ",Male,18,Right-Handed,174,27,177,3,Bus,12,0.408,35,Soccer," 1000",1000,1000,900,600,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,"12        ",Female,16,Right-Handed,4’11,203,133,2,Walk,10,0.695,50,Other,1000,1000,500,500,300,1000,203,"Same length",76,81,"Ring finger",February,Summer,No,No,Fruit,Water,Other,5,8,5,"Yes - broadband connection","In person",3,3,8,20,10,4,0,5,7,3,20,2,12,6,Some,"Some college","Rap/Hip hop","Freeze time",Rich,Friend,"Wildlife, animals"
USA,AK,2023,"12        ",Female,16,Right-Handed,164,23,163,1,Car,14,0.694,46,Other,800,700,900,800,700,1000,23,"Left foot",96,102,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Mathematics and statistics",2,10,11,"Yes - broadband connection","Internet chat or instant messaging",120,70,60,45,2,5,1,30,90,2,120,4,0,0,"A lot","High school","Rhythm and blues (R&B)",Invisibility,Happy,Friend,"Education/Youth development"
USA,AK,2022,"12        ",Female,17,Left-Handed,144.7,20,146,1,Bus,7,1.224,49,Other,897,987,997,1000,689,999,20,"Same length",75,70,"Ring finger",November,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,5,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,167,0,24/7,4,24/7,2,14,24/7,2,8/7,3,16,24,Some,"Graduate degree",Pop,"Freeze time",Healthy,"Musician or singer","Wildlife, animals"
